"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACSM1",0,0,0,0,0,0,81.4108533333333,"Acsm1",0,0,0,0,0,0,0,82.4108533333333
"ACSM2B",0.796975,0.262418,0.897249,9,2,14,2.10627133333333,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,3.02399252861963
"ACSM3",3.872745,2.186119,2.135456,48,24,27,3.83221,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,1.22438952949201
"ACSM4",0.061611,0.022679,0,2,1,0,9.40961733333333,"Acsm4",0,0,0,0,0,0,0,10.4096173333333
"ACSM5",0.022484,0.016566,0,1,1,0,43.466916,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,23.2415080552978
"ACSS1",0.353285,0.35178,0.113193,16,26,8,10.8092796666667,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,1.27123095961652
"ACSS2",146.808707,110.205765,81.323006,912,903,911,0.232399333333333,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,0.0485347039139259
"ACSS3",0.364544,0.348917,0.164893,30,34,21,1.111022,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,0.738444306569777
"ACTA1",4.15909,2.452237,3.446297,90,68,106,5.84284433333333,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,4.75513541522618
"ACTA2",8.348186,2.056176,1.61452,137,28,26,3.168484,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.373306769459386
"ACTB",1765.679464,2247.587352,2160.56381,20610,36378,39169,192.747989,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.165533471850218
"ACTBL2",0.117374,0,0,5,0,0,34.469271,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,33.6254954182306
"ACTC1",1.111111,1.335114,1.670489,22,24,38,122.635295,"Actc1",0,0.029694,0,0,1,0,0.009898,122.423546734423
"ACTG1",1443.150928,1808.077082,1625.665986,28017,45544,48114,20.3746006666667,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,0.0442397607078829
"ACTG2",2.589937,0.036068,0,57,1,0,82.8461083333333,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,72.6308411997538
"ACTL10",0.26036,0.131968,0.19882,7,5,9,317.081434,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,247.980748211176
"ACTL6A",59.834895,86.693273,51.995615,108,173,115,256.653893,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,19.9889302643193
"ACTL6B",142.900347,135.126617,106.324192,688,989,886,36.3332193333333,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,1.49778894917775
"ACTL7A",0,0.033462,0,0,1,0,41.659128,"Actl7a",0,0,0,0,0,0,0,42.659128
"ACTL7B",0,0,0,0,0,0,4.10754266666667,"Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,5.01780589857846
"ACTL9",0,0,0,0,0,0,1.40432066666667,"Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,2.33493496105238
"ACTN1",60.429453,20.280129,28.820641,1218,642,688,0.226331666666667,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,0.108038164922729
"ACTN2",14.750099,6.175347,6.173399,325,140,165,0.0459206666666667,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,0.442949044714566
"ACTN3",0.021642,0.01576,0.04478,1,1,3,36.514509,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,20.1302553407271
"ACTN4",127.535578,103.462361,102.995419,1725,1822,2043,34.0606556666667,"Actn4",32.219291,44.111705,43.53803,489,2007,1154,39.956342,0.856049489641107
"ACTR10",157.59723,204.668492,146.120837,1359,2145,1819,3.69475533333333,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.0351800001769458
"ACTR1A",121.577592,133.893846,110.388319,3612,4992,4748,15.4356353333333,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,0.242607895733721
"ACTR1B",35.74644,38.012808,33.295135,1025,1582,1445,26.604112,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.193682017740258
"ACTR2",90.042114,90.869445,84.111564,4966,6866,6444,0.443368333333333,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.0226015283795499
"ACTR3",90.295305,79.77323,77.820988,2346,3037,2842,4.63785133333333,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.0668729410348405
"ACTR3B",17.121055,10.72034,9.94134,310,443,425,16.2220833333333,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,0.810692725783798
"ACTR5",2.258189,2.089738,1.574489,87,110,90,53.9472503333333,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,11.8821830345652
"ACTR6",29.796825,19.749229,23.008826,449,546,514,148.061540666667,"Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,12.9416189051836
"ACTR8",16.878315,19.754835,16.982766,349,559,466,68.9313686666667,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,2.76229652145471
"ACTRT1",0,0,0,0,0,0,0.472328333333333,"Actrt1",0,0,0,0,0,0,0,1.47232833333333
"ACTRT2",0,0,0,0,0,0,0.180686666666667,"Actrt2",0,0,0,0,0,0,0,1.18068666666667
"ACTRT3",1.932933,1.298673,1.10969,47,43,39,20.6999563333333,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,11.2300982764956
"ACVR1",10.293467,6.920874,8.64507,387,394,432,6.420989,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,0.732060183111005
"ACVR1B",48.344712,56.21844,50.405514,1934,3134,2948,19.2973196666667,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,1.17153106411213
"ACVR1C",0.085592,0.01581,0.078937,12,3,11,7.106962,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,2.73687924084076
"ACVR2A",21.953394,22.142775,18.03743,1579,2187,1704,0.0177423333333333,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,0.144435386432437
"ACVR2B",5.621371,6.286207,4.135278,1079,1653,1157,100.662038666667,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,33.9248822196826
"ACVRL1",0.977561,0.665953,0.737498,19,12,30,7.90398066666667,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.486510363520124
"ACY1",11.585949,14.971368,6.534318,94,148,90,0.255869,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.0992211564520849
"ACY3",0,0.060569,0.057567,0,1,1,123.514448666667,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,30.5080853379148
"ACYP1",51.832918,41.241443,48.301687,288,314,378,39.6073916666667,"Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,1.46824467167588
"ACYP2",18.41451,13.003516,14.903801,192,190,228,3.40035466666667,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.166673554022392
"ADA",2.258658,0.858817,1.431334,50,22,40,0.480048,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,0.969024520763078
"ADAD1",0,0,0,0,0,0,0.130641,"Adad1",0,0,0,0,0,0,0,1.130641
"ADAD2",0.178842,0.074922,0.070358,7,4,2,0.143796666666667,"Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,1.12095789682414
"ADAL",8.23178,6.902908,8.197069,203,306,300,24.552382,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,1.99231254762327
"ADAM10",48.401335,37.964021,33.127324,1280,1456,1284,152.176211666667,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,6.69908161678667
"ADAM11",12.135299,18.856095,12.260095,544,1288,1005,17.105663,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.32262428420451
"ADAM12",5.204425,0.663844,0.321587,342,35,34,0,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,0.613936480903813
"ADAM15",18.325861,18.913974,21.753602,250,395,414,7.25505433333333,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.165569384216781
"ADAM17",9.314443,10.543808,8.210981,495,521,480,57.1850363333333,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,5.0902665200705
"ADAM18",0.035333,0,0,1,0,0,20.3579163333333,"Adam18",0.144031,0.133886,0,2,7,0,0.092639,19.5470931692291
"ADAM19",12.802374,10.819058,9.049793,1337,1480,1403,166.155600333333,"Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,42.471430122546
"ADAM2",0,0,0,0,0,0,3.66371,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,4.21212144019436
"ADAM20",0.114799,0.050835,0.079841,5,3,5,0.0763023333333333,"Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,1.05038239704883
"ADAM21",0.189499,0.210079,0.228701,8,12,14,6.846084,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,6.016394230376
"ADAM22",7.358498,6.092743,6.007486,912,1197,1183,13.1133866666667,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.332550212221842
"ADAM23",27.791034,31.634925,27.866773,1328,1806,1813,8.22508366666667,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.13258794781838
"ADAM28",0.355878,0.070795,0.656699,14,11,18,10.1789866666667,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,10.6583307617329
"ADAM29",1.590352,2.275208,1.575598,35,73,69,115.143599,"Adam29",0,0,0,0,0,0,0,116.143599
"ADAM32",10.297747,6.150251,3.037132,131,136,131,29.223108,"Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,16.4486332402743
"ADAM33",0.444232,0.218073,0.256207,18,12,18,8.66848633333333,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,4.25825336419448
"ADAM3A",0.231017,0.145255,0.379927,4,3,8,33.2905916666667,"Adam3",0,0.360959,0,0,2,0,0.120319666666667,30.6078637079476
"ADAM5",0,0,0.191015,0,0,2,25.1702683333333,"Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,21.6874625873698
"ADAM7",0.036155,0,0,1,0,0,10.8436296666667,"Adam7",0,0,0.052884,0,0,1,0.017628,11.6384667743681
"ADAM8",5.609723,5.136056,1.568834,53,76,60,3.307163,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,1.76847753683299
"ADAM9",16.019604,9.068817,10.587437,874,597,761,1.47888266666667,"Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,0.151566124947188
"ADAMDEC1",0,0,0,0,0,0,1.380103,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,2.35358903499115
"ADAMTS1",55.689489,22.602635,30.236182,2055,1298,1715,25.2736386666667,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,4.24609091592752
"ADAMTS10",48.620767,43.508264,28.643638,697,851,775,23.862718,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,1.05671481602974
"ADAMTS12",2.080716,0.450845,0.431766,207,17,20,20.7635313333333,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,20.7769318011135
"ADAMTS13",10.04404,9.219637,9.619661,335,425,492,3.29983233333333,"Adamts13",0.045027,0,0,1,0,0,0.015009,4.23625045032441
"ADAMTS15",1.427798,0.893566,0.827734,132,114,114,7.620969,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,3.52830849174945
"ADAMTS16",1.432414,0.115256,0.125197,108,7,10,110.405573666667,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,61.864845033725
"ADAMTS18",1.366388,1.547924,0.38092,88,131,52,0,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.304387317032784
"ADAMTS19",0.03761,0.181964,0.167547,3,14,11,28.5888773333333,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,27.3984870226496
"ADAMTS2",3.004416,1.513027,3.126211,98,158,214,2.62402733333333,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.424608567905146
"ADAMTS20",0.066632,0.128782,0.303561,4,9,23,56.1947993333333,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,24.5481707231582
"ADAMTS4",0.689029,0.211108,0.171046,34,47,41,1.80996266666667,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,0.241877075977755
"ADAMTS5",1.658729,0.507028,0.635813,259,108,142,15.973435,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,9.88688496643295
"ADAMTS7",5.225607,7.926553,5.892613,332,721,451,0.0100636666666667,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,0.969994798210585
"ADAMTS8",0.259596,0.126229,0.215574,11,8,14,0.126074666666667,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.746379811875269
"ADAMTSL1",0.534643,0.391798,0.357426,32,44,21,29.7670256666667,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,9.75902127991613
"ADAMTSL2",1.503801,0.858924,1.307203,88,71,118,13.895288,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,7.16509447046911
"ADAMTSL4",0.717708,0.666369,0.399532,29,32,22,8.679514,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.526012535305202
"ADAP2",4.717453,6.427834,6.170847,45,56,89,1.08154533333333,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,0.882637057708747
"ADAR",93.089729,94.857624,66.868309,4291,5755,4863,55.747446,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,1.63593857457894
"ADARB1",34.100105,17.143214,24.363699,847,781,869,7.017296,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,0.150367745940794
"ADARB2",0.753625,0.498108,0.982045,57,72,104,34.7648106666667,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,6.148095303746
"ADAT1",56.120434,59.301982,46.931663,592,751,637,5.58593166666667,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,2.02836902367687
"ADAT2",1.034206,0.933793,1.210028,88,111,154,53.7816463333333,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,18.8970844700967
"ADAT3",0.640923,0.544088,0.678522,10,12,22,2.16598,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,1.77033611435795
"ADCK1",5.533056,5.09672,4.52841,112,153,134,7.11716866666667,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.776592097919433
"ADCK2",18.274489,18.137657,20.53215,419,534,646,40.401889,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,1.5953829796433
"ADCK5",4.64823,6.892405,2.963806,75,109,110,44.476308,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,1.89260702854843
"ADCY1",7.782219,24.050607,11.111329,1642,6944,3355,10.1479263333333,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.111100281755552
"ADCY10",0.05134,0.113811,0.077332,4,3,9,8.58980866666667,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,8.74280565482702
"ADCY2",72.342279,68.200436,73.510891,1798,2338,2855,1.107049,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.148825597690043
"ADCY3",32.320064,33.406767,28.267331,529,729,649,3.668975,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.343455041354592
"ADCY4",0.230327,0.319736,0.365302,2,11,8,2.856891,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,1.05689519607417
"ADCY5",26.717633,28.211033,23.810448,1319,1647,1608,3.73252866666667,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,0.30085254493965
"ADCY6",34.684876,31.848539,24.33093,1468,2087,1784,3.77214466666667,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,0.28342887945426
"ADCY7",12.07316,11.612199,12.140766,1038,1272,1488,133.033081666667,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,47.7311567520958
"ADCY8",18.344465,20.437146,13.60388,987,1474,1224,0.0451663333333333,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.182941524448621
"ADCY9",5.484777,5.057732,4.294656,500,681,550,297.116619,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,34.1052281929378
"ADCYAP1",23.761483,14.864341,12.375151,871,688,393,45.0771346666667,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,1.83516352404799
"ADCYAP1R1",9.448235,5.412402,8.491945,738,700,1206,3.445383,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.139330865977313
"ADD1",154.741787,190.237059,146.304246,4090,5785,4997,20.2461026666667,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.11919797167018
"ADD2",44.498774,62.72364,41.285624,5346,8854,7243,5.18745433333333,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,0.284095495175636
"ADD3",60.690166,38.499272,41.292527,654,511,502,30.796606,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,0.897839902632141
"ADGB",0.232085,0.088882,0.281014,13,13,13,3.203615,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,3.6980160784009
"ADGRA1",7.07337,6.258642,5.991872,416,515,542,0.229629666666667,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.131587369543909
"ADGRA2",2.491863,0.646435,0.510239,192,64,85,32.0863133333333,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,7.537340837849
"ADGRA3",21.529329,33.751969,18.355146,415,584,415,438.740611666667,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,7.7433406509
"ADGRB1",13.774813,14.63682,18.093358,608,729,905,0.050071,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.0222234755885278
"ADGRB2",32.053266,29.109362,31.28533,1563,1909,2559,7.66023,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.11611233408187
"ADGRB3",9.524438,5.772536,4.978414,321,318,264,169.575099,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,9.32408630247922
"ADGRD1",1.832749,0.066885,0.16873,33,6,16,197.533536,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,178.767081078112
"ADGRE1",0.180927,0.132124,0,1,1,0,35.7518466666667,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,9.29450143848892
"ADGRE4P",0.069527,0.017127,0.032132,3,1,2,0,"Adgre4",0,0.059382,0.020823,0,5,1,0.026735,0.973961148689779
"ADGRE5",0.630166,0.353481,0.58142,12,7,11,0,"Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,0.124058607105523
"ADGRF1",0.348689,0.081872,0.212964,12,8,15,38.6927036666667,"Adgrf1",0,0,0,0,0,0,0,39.6927036666667
"ADGRF2",0.033705,0,0.021453,2,0,1,177.179820333333,"Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,138.179377713945
"ADGRF4",1.284735,0.076585,0.244421,63,5,17,1.963775,"Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,1.92305779019733
"ADGRF5",0.557972,0.289901,0.271867,21,10,33,11.034865,"Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.834497339783092
"ADGRG1",42.020882,30.060196,30.493056,978,1104,1021,185.876846666667,"Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,1.82307464424519
"ADGRG2",0.31826,0.112059,0.058447,26,12,7,74.8359273333333,"Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,43.1863450776559
"ADGRG3",0,0.027015,0.08982,0,1,1,0.381918333333333,"Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,1.27541678075133
"ADGRG4",0.006708,0.004944,0,1,1,0,1.71749133333333,"Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,2.679996397074
"ADGRG5",0.221076,0.058948,0.314313,6,3,13,9.251875,"Adgrg5",0,0,0,0,0,0,0,10.251875
"ADGRG6",2.24986,0.19714,0.163197,156,9,15,13.5681436666667,"Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,9.16560570332286
"ADGRG7",0.802901,0.049287,0.373542,31,2,17,0.191700666666667,"Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,1.18570023302076
"ADGRL1",53.915851,48.74043,38.056817,4566,5739,5891,11.9236876666667,"Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,0.178223347834763
"ADGRL2",143.357995,203.910653,160.616405,3991,7090,5399,2.42353333333333,"Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,0.229838032284248
"ADGRL3",6.111217,7.187223,4.382327,557,871,629,0.283069666666667,"Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,0.0231220521810132
"ADGRL4",1.160425,0.810447,2.880133,20,10,63,47.9973976666667,"Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,2.13404976075669
"ADGRV1",2.561391,2.102207,2.358391,52,63,53,0.06006,"Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,0.412124162094032
"ADH1C",0,0,0.064375,0,0,1,46.6531566666667,"Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,27.6426455517528
"ADH4",0,0.051433,0.024651,0,2,1,0.689033666666667,"Adh4",0,0,0,0,0,0,0,1.68903366666667
"ADH5",56.244363,55.367877,49.923375,1413,2058,1912,19.318901,"Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,0.504932415290707
"ADH7",0.099383,0.093506,0,1,1,0,10.9974306666667,"Adh7",0,0.14655,0.020772,0,2,1,0.055774,11.363635272953
"ADHFE1",3.003773,1.243849,0.874102,25,25,24,40.1530513333333,"Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,5.32408895075788
"ADI1",6.858608,6.264982,6.978803,268,298,335,1.216179,"Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,0.0756997071666746
"ADIG",0,0,0,0,0,0,9.16293033333333,"Adig",0,0,0,0,0,0,0,10.1629303333333
"ADIPOQ",0.15226,0.12497,0.084781,11,12,9,17.7271133333333,"Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,18.511406088651
"ADIPOR1",31.78277,26.72532,28.250066,977,1140,1209,0.0701623333333333,"Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,0.045858040842575
"ADIPOR2",11.18115,7.714247,7.34797,654,615,611,2.46702333333333,"Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,0.1218036791326
"ADK",30.339727,25.239164,30.063732,530,578,732,6.35685466666667,"Adk",137.376749,69.789053,74.011079,349,1335,807,93.725627,0.0776648822463499
