"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"ACSL5",0.206791,0.83348,0.182037,6,12,5,11.1325353333333,"Acsl5",23.386902,25.908157,26.057943,121,580,317,25.1176673333333,0.464533649904059
"ACSL6",13.388689,15.367533,10.761177,980,1036,796,22.599885,"Acsl6",139.440799,134.120983,127.066489,2061,7719,4466,133.542757,0.17540806748891
"ACSM1",0.060423,0,0,2,0,0,136.466925666667,"Acsm1",0,0,0,0,0,0,0,137.466925666667
"ACSM2B",0.4576,0.459343,0.100414,8,5,3,10.370608,"Acsm2",0.021506,0.029627,0.030493,1,5,3,0.0272086666666667,11.0694237392857
"ACSM3",1.696961,2.786466,2.358993,15,14,19,0.829955333333333,"Acsm3",0.578683,7.953216,0.307985,1,9,5,2.946628,0.463675657633132
"ACSM4",0.215017,0.529825,0.278182,8,15,7,11.1502983333333,"Acsm4",0,0,0,0,0,0,0,12.1502983333333
"ACSM5",0.201606,0,0.029441,1,0,1,29.724931,"Acsm5",1.167392,0.530411,1.04196,16,37,32,0.913254333333333,16.0589893694217
"ACSS1",7.426916,3.07265,5.466344,515,157,255,10.6308603333333,"Acss1",6.481707,7.349056,11.038161,90,441,254,8.28964133333333,1.25202469244955
"ACSS2",183.462238,133.340645,131.295035,1363,636,598,0.22016,"Acss2",21.66178,26.37256,25.142039,306,1411,776,24.3921263333333,0.0480526909791813
"ACSS3",6.876982,2.730375,3.127256,286,78,82,9.17650766666667,"Acss3",1.880805,1.868718,1.826704,43,165,88,1.85874233333333,3.55978485644095
"ACTA1",43.17532,0.074509,0.342321,1089,1,4,5.80116033333333,"Acta1",0.383569,0.39472,0.53884,2,13,10,0.439043,4.72616894236887
"ACTA2",25.800466,5.539749,5.485474,558,76,68,2.26856866666667,"Acta2",10.206045,9.622577,10.670508,95,326,175,10.1663766666667,0.292715243649611
"ACTB",2138.164791,2243.689595,2712.36844,29266,23222,24748,113.660235,"Actb",1341.615807,1028.725086,1137.997089,2783,10848,6712,1169.445994,0.0979628582504252
"ACTBL2",0,0.02739,0.030881,0,1,1,30.6769663333333,"Actbl2",0,0.059496,0.105002,0,4,4,0.0548326666666667,30.0303236089895
"ACTC1",869.621513,0.354562,0.525835,16803,6,3,117.865059333333,"Actc1",0,0.029694,0,0,1,0,0.009898,117.700064098883
"ACTG1",1869.624603,1654.156602,1676.836666,40874,26878,29741,13.2536763333333,"Actg1",421.073874,536.035053,489.351942,3202,14564,7993,482.153623,0.0295013338507726
"ACTG2",5.162967,3.078347,2.858471,118,58,48,85.6373743333333,"Actg2",0,0.312093,0.151151,0,9,2,0.154414666666667,75.0487470706656
"ACTL10",0.061689,0.082599,0,2,2,0,494.121312333333,"Actl10",0.106591,0.285117,0.45635,1,10,9,0.282686,386.003520996825
"ACTL6A",158.27347,137.510766,210.020503,387,170,252,244.772004,"Actl6a",12.522326,10.655135,12.492026,71,254,145,11.889829,19.0671268020701
"ACTL6B",50.973446,92.448261,75.837415,303,437,363,38.6208793333333,"Actl6b",25.579593,21.634274,24.562795,168,689,394,23.925554,1.58956865445532
"ACTL7A",0,0,0.059905,0,0,1,23.195771,"Actl7a",0,0,0,0,0,0,0,24.195771
"ACTL7B",0.043131,0,0,1,0,0,2.01739533333333,"Actl7b",0,0,0.053651,0,0,1,0.0178836666666667,2.96438132582931
"ACTL9",0,0,0,0,0,0,2.25077233333333,"Actl9",0,0.032174,0.056975,0,1,1,0.0297163333333333,3.15695908484829
"ACTN1",69.241658,47.821745,50.974833,1648,918,920,0.154033333333333,"Actn1",10.569857,10.026463,10.456415,149,708,399,10.3509116666667,0.10166877932125
"ACTN2",69.76771,1.253103,0.801863,2414,37,25,0.020969,"Actn2",2.203623,1.072808,0.807368,6,43,15,1.36126633333333,0.432381974700299
"ACTN3",0.648357,0.142398,0.028312,33,2,1,53.984983,"Actn3",0.94982,0.762364,0.878581,7,27,21,0.863588333333333,29.5048976302885
"ACTN4",209.643774,167.250481,183.429698,3505,2178,2093,36.396988,"Actn4",32.219291,44.111705,43.53803,489,2007,1154,39.956342,0.913093947696794
"ACTR10",157.019067,205.113642,237.357145,1492,1517,1594,0.415568333333333,"Actr10",127.846118,128.727641,140.774903,793,2806,1710,132.449554,0.0106075164052877
"ACTR1A",115.943189,124.852514,131.407319,3642,2918,2824,16.9579516666667,"Actr1a",63.964873,73.98816,62.283988,903,3941,2231,66.7456736666667,0.265078944450775
"ACTR1B",30.556702,30.517172,34.362579,1047,814,792,25.1231436666667,"Actr1b",140.584729,140.358561,143.625242,1093,4643,2641,141.522844,0.18329092328993
"ACTR2",96.131777,93.793262,100.811332,5682,4350,4406,0.299872333333333,"Actr2",57.821246,62.383079,68.380285,1378,5453,3425,62.8615366666667,0.0203545420480278
"ACTR3",61.541822,74.758475,82.615188,1929,1669,1860,6.750096,"Actr3",76.499837,84.923628,88.497279,861,3061,1901,83.3069146666667,0.0919271690897762
"ACTR3B",12.200305,11.066625,8.231572,240,204,198,20.6181496666667,"Actr3b",18.740312,20.622546,21.368132,228,950,549,20.2436633333333,1.0176281429176
"ACTR5",2.300345,2.272068,2.6564,103,77,79,77.2166353333333,"Actr5",3.392317,3.962584,3.518118,38,105,65,3.62433966666667,16.9141198465885
"ACTR6",26.189179,23.847515,19.715424,497,369,392,174.989375333333,"Actr6",9.147979,11.692093,10.713922,76,303,182,10.517998,15.2795108432328
"ACTR8",26.624084,28.334546,22.577852,586,511,414,50.064741,"Actr8",23.598822,27.016114,22.334226,287,987,584,24.3163873333333,2.01706271624169
"ACTRT1",0,0,0,0,0,0,41.262396,"Actrt1",0,0,0,0,0,0,0,42.262396
"ACTRT2",0,0,0,0,0,0,9.92666933333333,"Actrt2",0,0,0,0,0,0,0,10.9266693333333
"ACTRT3",0.786164,0.893232,0.943422,22,19,18,56.6807803333333,"Actrt3",1.216491,0.708266,0.872153,15,33,23,0.932303333333333,29.850789644828
"ACVR1",7.530875,6.531985,5.489665,334,179,196,12.368327,"Acvr1",10.71087,8.067406,8.633113,154,550,342,9.13712966666667,1.31874874245303
"ACVR1B",35.019207,49.193225,49.103909,1431,1584,1379,6.01997766666667,"Acvr1b",14.511199,17.045267,17.419927,437,1953,1127,16.3254643333333,0.405182656672617
"ACVR1C",0.202768,0.064909,0.072133,22,3,2,6.484563,"Acvr1c",2.05229,1.570526,2.263541,113,369,271,1.962119,2.52675972842414
"ACVR2A",16.001132,14.786883,12.909514,1121,784,770,34.0859053333333,"Acvr2a",6.975064,6.161448,5.002539,201,720,402,6.04635033333333,4.9793018617534
"ACVR2B",4.136669,3.378978,3.850929,910,569,582,88.861043,"Acvr2b",1.968819,1.95784,2.063383,30,126,62,1.99668066666667,29.9868597944259
"ACVRL1",1.158399,0.437574,0.500078,37,18,23,10.1446623333333,"Acvrl1",15.014036,19.879249,17.011901,86,373,192,17.3017286666667,0.608940419580766
"ACY1",16.513926,11.864692,15.383214,136,84,80,1.31022033333333,"Acy1",8.674023,13.234966,13.062822,36,200,117,11.6572703333333,0.182521212907122
"ACY3",0,0,0,0,0,0,70.614812,"Acy3",3.611599,3.53033,2.102148,18,73,30,3.081359,17.5468053655657
"ACYP1",23.726514,23.728152,24.186164,153,116,104,0.091525,"Acyp1",25.379229,24.505633,30.086442,72,259,177,26.6571013333333,0.0394663557414983
"ACYP2",13.526342,21.437315,22.138132,163,188,173,5.39523166666667,"Acyp2",28.481269,22.98424,24.737602,117,346,213,25.401037,0.242234108708179
"ADA",2.752245,0.680643,2.280619,55,11,27,2.47183966666667,"Ada",0.484101,0.454674,0.643301,5,18,7,0.527358666666667,2.27310044617331
"ADAD1",0,0,0,0,0,0,0.030144,"Adad1",0,0,0,0,0,0,0,1.030144
"ADAD2",0,0.231674,0.001766,0,1,0,1.408676,"Adad2",0,0.022048,0.039075,0,1,1,0.0203743333333333,2.36058074112017
"ADAL",12.105016,15.600091,15.33191,307,321,294,16.86225,"Adal",11.435668,11.190203,12.850595,125,526,284,11.8254886666667,1.39271496503863
"ADAM10",70.311374,70.683677,76.336447,1888,1354,1326,177.042488666667,"Adam10",23.377228,20.262773,21.955765,685,2263,1463,21.8652553333333,7.78659525429018
"ADAM11",21.676701,61.251494,63.202393,1266,2768,2775,20.0909006666667,"Adam11",55.795915,54.957369,54.606606,721,3269,1828,55.1199633333333,0.375818147659754
"ADAM12",253.498386,167.661955,151.796176,20837,10523,10029,1.24002766666667,"Adam12",0.307239,0.758381,0.820879,16,87,66,0.628833,1.37523470280051
"ADAM15",30.979275,23.526472,41.074168,498,372,446,12.1665156666667,"Adam15",49.965673,51.480704,45.129362,343,1554,811,48.8585796666667,0.264077231134389
"ADAM17",14.349408,16.247264,14.244751,856,534,597,77.2503786666667,"Adam17",5.421171,12.897747,12.973021,114,531,311,10.4306463333333,6.84566527427918
"ADAM18",0,0,0,0,0,0,24.3440916666667,"Adam18",0.144031,0.133886,0,2,7,0,0.092639,23.1953020775084
"ADAM19",16.94927,22.701045,23.52762,1960,1980,1753,229.656967333333,"Adam19",2.615182,3.013677,3.178297,114,472,256,2.93571866666667,58.6060607651834
"ADAM2",0,0,0,0,0,0,1.867029,"Adam2",0.1252,0.031196,0.165239,1,1,3,0.107211666666667,2.58941364719483
"ADAM20",0.060308,0.079075,0.087706,3,3,3,0.424805333333333,"Adam25",0.058434,0.015596,0,1,1,0,0.0246766666666667,1.39049261067719
"ADAM21",0.188727,0.221899,0.309121,9,8,10,7.21721933333333,"Adam21",0.209513,0.334237,0.368602,4,24,15,0.304117333333333,6.30098160901677
"ADAM22",13.135,11.196035,9.8092,1606,1240,1028,10.763871,"Adam22",30.279681,45.37552,48.664399,1303,6041,3580,41.4398666666667,0.277189160192146
"ADAM23",48.84821,52.745915,47.205046,2519,1761,1594,10.108519,"Adam23",60.922865,74.252702,70.555705,1489,6187,3507,68.5770906666667,0.159657710513066
"ADAM28",1.502507,0.416905,0.03323,52,9,3,2.94559833333333,"Adam28",0,0.146549,0,0,7,0,0.0488496666666667,3.76183399654669
"ADAM29",0.184234,0.673702,0.264276,8,7,9,102.793878,"Adam29",0,0,0,0,0,0,0,103.793878
"ADAM32",0.985926,0.562709,0.705876,77,43,33,21.2352353333333,"Adam32",0,0.580325,1.931946,0,8,8,0.837423666666667,12.1013110567314
"ADAM33",1.225579,0.212729,0.396698,54,8,12,10.923589,"Adam33",0.836836,0.93188,2.04287,4,27,19,1.27052866666667,5.25145935175743
"ADAM3A",0.341385,0,0.42368,6,0,5,42.6771043333333,"Adam3",0,0.360959,0,0,2,0,0.120319666666667,38.9862872471815
"ADAM5",0,0,0,0,0,0,27.9426016666667,"Adam5",0,0.393045,0.227056,0,6,8,0.206700333333333,23.9849122994082
"ADAM7",0.297177,0.021595,0.063257,18,1,2,10.9525803333333,"Adam7",0,0,0.052884,0,0,1,0.017628,11.7455301282328
"ADAM8",5.896302,4.237317,5.824988,93,66,47,6.74807766666667,"Adam8",2.366782,1.501168,0.438611,6,36,16,1.43552033333333,3.18128227493071
"ADAM9",31.044422,15.040139,19.545192,1575,713,795,13.7932536666667,"Adam9",15.279117,15.16946,15.616793,380,1437,799,15.3551233333333,0.904502727687573
"ADAMDEC1",0,0,0,0,0,0,8.67121233333333,"Adamdec1",0,0.033796,0,0,2,0,0.0112653333333333,9.56347658181368
"ADAMTS1",53.416922,36.50485,34.398098,2281,1139,1236,19.158878,"Adamts1",5.081839,4.830322,5.651011,114,478,353,5.187724,3.25788254291885
"ADAMTS10",30.984806,32.271974,30.357747,529,437,369,30.1365026666667,"Adamts10",17.667156,26.394146,23.52364,262,1217,708,22.528314,1.32336310483899
"ADAMTS12",3.104435,1.18569,1.477975,449,149,114,197.055837333333,"Adamts12",0.016635,0.079186,0.046635,1,18,6,0.0474853333333333,189.077432428648
"ADAMTS13",8.251614,7.895253,8.511647,354,284,270,8.52441366666667,"Adamts13",0.045027,0,0,1,0,0,0.015009,9.38357558077482
"ADAMTS15",3.856279,2.752015,3.081575,417,225,219,8.38056033333333,"Adamts15",1.139255,1.291551,1.899309,47,200,116,1.44337166666667,3.83918683404012
"ADAMTS16",38.568071,1.033011,1.581908,238,65,86,120.971797666667,"Adamts16",0.876087,0.815243,0.711039,30,108,53,0.800789666666667,67.7323953621087
"ADAMTS18",0.836196,0.34132,0.027707,21,6,2,0,"Adamts18",1.909221,2.041644,2.904999,64,209,147,2.285288,0.304387317032784
"ADAMTS19",0.691824,0.172356,0.296478,17,12,6,9.21067566666667,"Adamts19",0,0.095458,0.144379,0,11,9,0.0799456666666667,9.45480497938631
"ADAMTS2",1.05629,1.019052,1.068975,93,20,17,4.52479433333333,"Adamts2",3.397087,13.322657,5.885208,121,502,301,7.534984,0.647311621595698
"ADAMTS20",1.283844,0.25905,0.359154,110,21,25,84.8402003333333,"Adamts20",1.436703,1.398423,1.154576,56,214,95,1.32990066666667,36.8428583936769
"ADAMTS4",25.829682,6.699742,10.583665,847,236,217,38.8605756666667,"Adamts4",9.775041,11.028643,11.048267,295,1260,709,10.617317,3.43113437178883
"ADAMTS5",2.810816,3.243508,4.167592,494,438,505,14.1029706666667,"Adamts5",0.683872,0.653314,0.813102,52,184,130,0.716762666666667,8.79735502169976
"ADAMTS7",30.711528,21.35642,27.594435,2499,1418,1547,0,"Adamts7",0,0.028373,0.095552,0,4,3,0.0413083333333333,0.960330353641653
"ADAMTS8",1.292831,3.322689,5.300198,79,144,195,0.0695593333333333,"Adamts8",0.338239,0.542366,0.645541,8,47,32,0.508715333333333,0.708920569508805
"ADAMTSL1",5.919842,5.793045,6.199496,392,254,315,36.4680486666667,"Adamtsl1",1.863616,2.903228,1.691182,57,239,120,2.15267533333333,11.8845249526698
"ADAMTSL2",0.70847,0.709747,0.641205,50,37,29,17.4676143333333,"Adamtsl2",0.550906,1.40638,1.279319,4,40,27,1.07886833333333,8.88349398430717
"ADAMTSL4",1.307851,0.581012,0.686961,61,25,23,8.74818933333333,"Adamtsl4",14.974661,23.490885,13.739492,82,461,203,17.4016793333333,0.529744549763737
"ADAP2",1.058876,0.353861,4.97029,7,3,13,2.98146166666667,"Adap2",1.353671,1.466125,1.25518,15,62,30,1.35832533333333,1.6882580237728
"ADAR",105.908597,112.956385,96.851585,5486,4023,3650,68.1844726666667,"Adar",32.178718,35.987617,32.897681,939,4265,2325,33.6880053333333,1.99447826422536
"ADARB1",68.1759,68.438509,91.97377,1634,1218,1112,54.7777476666667,"Adarb1",55.774626,47.122968,54.056177,2188,7650,4802,52.3179236666667,1.04613502985184
"ADARB2",1.417302,0.902524,0.536378,56,24,10,39.8031416666667,"Adarb2",5.717827,4.320395,4.413432,102,438,266,4.817218,7.0142019203452
"ADAT1",38.849966,55.207581,52.832268,508,481,421,4.33619233333333,"Adat1",2.360033,2.695616,1.685081,43,174,72,2.24691,1.64346789203684
"ADAT2",3.889025,2.159954,2.429168,236,114,122,69.7521843333333,"Adat2",2.124853,1.519941,2.052047,19,51,39,1.898947,24.4061669058915
"ADAT3",0.789433,1.103201,1.650664,15,14,18,4.74008533333333,"Adat3",0.216766,1.444972,0.703311,2,18,3,0.788349666666667,3.20971085259426
"ADCK1",6.371801,4.972601,7.045702,158,98,124,9.29779733333333,"Adck1",8.577291,10.276946,9.502644,121,564,291,9.45229366666667,0.985218906178838
"ADCK2",11.198469,11.32432,12.399282,275,218,192,39.8790866666667,"Adck2",16.753942,30.505901,27.593355,75,352,246,24.951066,1.57523728183908
"ADCK5",7.056568,12.014195,5.892048,112,122,102,46.6017116666667,"Adck5",12.863696,35.32569,20.895797,36,212,108,23.0283943333333,1.98106086517114
"ADCY1",8.094792,11.432533,9.663837,1872,2052,1484,26.159468,"Adcy1",89.841623,91.906406,116.275321,7719,29877,21337,99.3411166666667,0.270671374828564
"ADCY10",0.112042,0.05848,0.015777,4,2,1,4.32952933333333,"Adcy10",0.078405,0.066042,0.146193,1,9,5,0.09688,4.8588080130309
"ADCY2",12.940722,10.140875,15.029355,374,286,287,4.08819633333333,"Adcy2",11.964748,13.645702,13.86307,329,1413,814,13.15784,0.359390721560163
"ADCY3",14.158841,11.038002,13.410534,322,189,174,2.66301066666667,"Adcy3",7.861742,15.936454,13.984216,235,1090,599,12.5941373333333,0.269455175922405
"ADCY4",0.882454,0.117475,0.194074,22,5,5,14.457261,"Adcy4",2.683124,2.450008,2.814664,30,85,32,2.64926533333333,4.2357185866452
"ADCY5",15.25583,30.492998,24.515758,870,987,926,6.031057,"Adcy5",16.660779,15.954792,11.575607,480,2098,1112,14.7303926666667,0.446972758340553
"ADCY6",72.815918,48.329999,61.034132,3230,1716,1967,8.60336433333333,"Adcy6",11.719803,17.309861,18.481893,139,824,455,15.8371856666667,0.570366361900109
"ADCY7",7.516,7.546295,5.754411,737,407,340,105.876805,"Adcy7",1.292332,2.173487,1.958432,53,337,163,1.80808366666667,38.0604062010973
"ADCY8",0.668336,0.19604,0.591981,32,5,29,0.113119666666667,"Adcy8",4.232687,5.020218,4.886446,205,910,504,4.713117,0.19483579045671
"ADCY9",6.52854,10.236519,6.97731,529,588,463,310.030069,"Adcy9",5.976863,9.009049,8.237336,184,1056,543,7.74108266666667,35.582556630666
"ADCYAP1",0.932518,1.91493,3.584293,47,65,121,49.9787443333333,"Adcyap1",24.21501,26.508509,21.600234,121,421,210,24.1079176666667,2.03038519602176
"ADCYAP1R1",7.602388,9.933134,7.812192,766,669,518,6.949879,"Adcyap1r1",26.559947,32.217148,33.938588,975,4574,2644,30.9052276666667,0.24917167440575
"ADD1",181.509736,172.477131,177.693218,4281,3516,3583,21.6335283333333,"Add1",167.740415,186.48699,177.499043,1473,6076,3530,177.242149333333,0.126981908701101
"ADD2",16.303887,29.595986,28.425267,1946,3077,2617,4.732199,"Add2",19.507001,21.943338,20.888124,1026,4394,2430,20.7794876666667,0.26319255474375
"ADD3",355.067866,227.119778,237.317728,2481,1480,1440,29.2920396666667,"Add3",33.874824,33.310597,36.058262,906,3148,1954,34.414561,0.855355503818519
"ADGB",0.201606,0.066185,0.048206,20,6,4,4.152456,"Adgb",0.041528,0.271566,0.097071,1,21,6,0.136721666666667,4.53273316687022
"ADGRA1",0.851701,0.725263,0.664019,60,38,32,0.134990666666667,"Adgra1",4.948972,9.858207,10.226583,162,830,435,8.34458733333333,0.121459688499888
"ADGRA2",12.374584,8.841367,7.64648,1163,397,398,24.423295,"Adgra2",2.403945,3.531273,4.233742,86,419,223,3.38965333333333,5.79164072181858
"ADGRA3",55.903032,22.5217,64.869103,956,392,414,449.200768666667,"Adgra3",50.580781,44.165152,72.622632,133,463,261,55.7895216666667,7.92753232381807
"ADGRB1",21.019601,17.595041,26.976846,989,754,770,0.0248173333333333,"Adgrb1",38.355595,50.531998,49.863997,644,3090,1807,46.25053,0.0216890124477616
"ADGRB2",18.911626,16.91334,18.434336,1200,820,832,8.130973,"Adgrb2",51.758279,80.804951,88.191552,494,2379,1444,73.5849273333333,0.12242383718083
"ADGRB3",5.500771,8.658558,10.683484,322,292,302,136.656749666667,"Adgrb3",15.471725,17.855866,18.554494,503,2037,1263,17.2940283333333,7.52468221642818
"ADGRD1",3.127697,0.24652,0.860047,49,10,12,75.3077833333333,"Adgrd1",0,0.143342,0.188371,0,19,14,0.110571,68.7104051279327
"ADGRE1",0,0,0,0,0,0,75.3363056666667,"Adgre1",0.65131,3.42316,4.787978,14,85,44,2.95414933333333,19.3053674081438
"ADGRE4P",0.020264,0.052939,0.029786,1,2,1,0.0343086666666667,"Adgre4",0,0.059382,0.020823,0,5,1,0.026735,1.00737645708646
"ADGRE5",7.481854,2.967783,3.625122,171,73,78,0.200311333333333,"Adgre5",9.519959,7.227289,4.434871,64,305,179,7.06070633333333,0.148908952106306
"ADGRF1",0.331628,0.272164,0.300118,13,9,7,49.2915966666667,"Adgrf1",0,0,0,0,0,0,0,50.2915966666667
"ADGRF2",0.010476,0,0,1,0,0,86.301419,"Adgrf2",0.182756,0.401875,0.283815,3,25,10,0.289482,67.7027046519455
"ADGRF4",0.018054,0,0,1,0,0,0.81224,"Adgrf4",0.20397,0.501305,0.91826,4,35,13,0.541178333333333,1.17587949480214
"ADGRF5",0.189589,0,0,20,0,0,12.1589323333333,"Adgrf5",15.192628,11.268365,13.804088,301,1158,730,13.4216936666667,0.912440150060045
"ADGRG1",37.215184,26.241016,24.257898,1259,725,770,133.133175,"Adgrg1",122.43462,90.534526,91.5501,384,1621,939,101.506415333333,1.30853444210123
"ADGRG2",1.585699,16.05258,16.692148,138,1043,985,177.003462,"Adgrg2",0.569072,0.877941,0.821036,18,89,55,0.756016333333333,101.367771256494
"ADGRG3",0,0,0,0,0,0,0.249796666666667,"Adgrg3",0.079723,0.014978,0.155809,1,1,2,0.0835033333333333,1.15347745430717
"ADGRG4",1.15453,2.423339,1.931793,204,326,233,52.878036,"Adgrg4",0,0.041972,0,0,1,0,0.0139906666666667,53.1346468672295
"ADGRG5",0.453469,1.110357,2.00311,26,40,47,11.4546086666667,"Adgrg5",0,0,0,0,0,0,0,12.4546086666667
"ADGRG6",30.479615,16.683097,15.824211,2021,965,1007,17.4130046666667,"Adgrg6",0.700163,0.498831,0.569314,20,76,51,0.589436,11.5846153394454
"ADGRG7",0,0,0,0,0,0,21.48706,"Adgrg7",0,0.015182,0,0,1,0,0.00506066666666667,22.3738334866685
"ADGRL1",41.851819,49.252627,44.659058,3344,3253,2988,15.083614,"Adgrl1",54.129948,84.371799,76.04025,1562,7431,4357,71.513999,0.221800124414598
"ADGRL2",91.608301,53.137077,54.662472,3334,1327,1177,2.69091333333333,"Adgrl2",13.35043,15.173853,13.161968,257,1175,640,13.895417,0.247788520008089
"ADGRL3",8.237129,20.488717,21.761381,1089,1927,1806,0.870051666666667,"Adgrl3",48.145926,61.5102,53.817376,685,2400,1497,54.4911673333333,0.0336999878815549
"ADGRL4",5.950924,2.428008,3.913966,137,55,44,75.5632693333333,"Adgrl4",30.496394,22.208295,13.17477,193,619,345,21.9598196666667,3.3346633573298
"ADGRV1",13.19631,2.784456,6.068899,530,49,98,0,"Adgrv1",1.79067,1.434351,1.491537,22,111,48,1.572186,0.388774373237394
"ADH1C",0,0,0,0,0,0,47.485668,"Adh1",0.640983,0.878161,0.652556,5,25,10,0.7239,28.1255687684901
"ADH4",0.031894,1.138949,0,1,4,0,2.769598,"Adh4",0,0,0,0,0,0,0,3.769598
"ADH5",72.572025,55.358625,70.925156,1716,1181,1349,135.013381666667,"Adh5",33.432267,39.256334,45.033898,216,996,672,39.240833,3.37998424800666
"ADH7",0.377781,0.52312,0,2,2,0,11.3575466666667,"Adh7",0,0.14655,0.020772,0,2,1,0.055774,11.7047272111898
"ADHFE1",4.069013,2.070513,2.535716,53,32,15,47.784359,"Adhfe1",5.738602,6.784687,7.665496,48,249,146,6.729595,6.31137323494957
"ADI1",10.750894,16.109525,19.319247,428,397,404,9.62081033333333,"Adi1",28.435334,28.193718,28.198725,276,860,547,28.2759256666667,0.362783074880741
"ADIG",0,0,0,0,0,0,6.65607633333333,"Adig",0,0,0,0,0,0,0,7.65607633333333
"ADIPOQ",0.072908,0.12475,0.144309,6,8,8,26.1562066666667,"Adipoq",0,0.034958,0,0,1,0,0.0116526666666667,26.8434093651378
"ADIPOR1",32.256444,31.830242,37.463725,1123,875,908,1.275304,"Adipor1",21.784846,22.026437,23.197966,425,1718,1023,22.3364163333333,0.0975001460164213
"ADIPOR2",16.386789,15.287734,16.694558,1044,831,809,7.77765466666667,"Adipor2",30.356515,29.631491,22.404078,830,2850,1295,27.464028,0.308377109053809
