"Hs_symbol","Nociceptor(8Weeks)-S24_rep_2","Nociceptor(8Weeks)-S28_rep_3","Nociceptor(8Weeks)-S6_rep_1","Nociceptor(8Weeks)-S24_rep_2_read","Nociceptor(8Weeks)-S28_rep_3_read","Nociceptor(8Weeks)-S6_rep_1_read","Hs_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg__TPM","FoldChange"
"ACP2",104.027156,109.16421,127.822959,638,547,541,0.25094,93.073029,93.19527,67.827959,600,764,662,0.362774666666667,0.917936053991807
"ACP4",0.279935,0.062067,0,6,1,0,4.81031933333333,0.222704,0.198325,0.140824,4,5,4,1.58335133333333,2.24914019953925
"ACP5",0,2.031601,2.612106,0,11,8,0.187026666666667,5.678997,0.947109,4.648666,17,15,26,0.0758826666666667,1.10330494527284
"ACP6",17.588665,10.559517,14.810767,472,247,242,0.602221,7.807588,6.333138,5.476793,192,222,243,0.0954383333333333,1.46263002785795
"ACP7",0.15024,0.124344,0.170202,8,5,6,79.7568523333333,0.210181,0.206031,0.215597,10,13,14,68.932163,1.15478842450981
"ACPP",0.265858,0.022854,0.050647,3,1,2,35.9895656666667,0.058078,0.051093,0.026328,2,3,1,90.841285,0.402755314961748
"ACR",0.041913,0,0.163679,1,0,1,8.31229433333333,0.12567,0.035491,0.308103,1,1,3,7.749376,1.06433811203603
"ACRBP",0.967429,0.571787,0.527381,14,5,4,2.267959,0.628518,0.288323,1.583194,6,4,18,2.33570766666667,0.979689866907802
"ACRV1",0.120346,0.767177,1.18959,4,7,14,5.148476,0.438865,0.108582,0.152571,4,3,4,10.4715193333333,0.535977477903392
"ACSBG1",6.630397,3.875408,5.355253,156,78,93,32.7340093333333,0.55242,0.59011,0.153687,22,36,23,32.135357,1.01806687440649
"ACSBG2",0.74582,0.53011,0.820644,10,3,4,92.1382493333333,0.197015,0.231607,0.314471,2,4,3,56.755104,1.61264101149109
"ACSF2",42.632059,13.17411,6.555456,402,55,44,1.35264933333333,3.790468,0.103387,0.401622,28,1,5,0,2.35264933333333
"ACSF3",22.250491,16.962759,21.849371,350,268,226,3.623156,15.936521,17.370704,11.494527,269,384,286,0,4.623156
"ACSL1",85.585307,101.814344,82.647096,1143,969,970,0.0864153333333333,66.084552,37.18949,48.558232,814,835,908,0.416907,0.766751334655932
"ACSL3",127.281776,105.351012,89.76463,3228,2050,1832,38.1292903333333,73.488712,65.270923,63.439938,2253,3100,3088,13.892697,2.62741465386245
"ACSL4",69.219653,62.683685,53.413498,3943,2820,2527,11.3800783333333,54.339586,41.762906,53.930897,3694,4075,4130,6.48624233333333,1.65371060434547
"ACSL5",0.206791,0.83348,0.182037,6,12,5,11.1325353333333,0.142479,0.46299,0.406441,6,13,6,2.978719,3.04935717584814
"ACSL6",13.388689,15.367533,10.761177,980,1036,796,22.599885,11.708049,13.623248,10.446289,765,1133,1069,28.4765216666667,0.80063330629298
"ACSM1",0.060423,0,0,2,0,0,136.466925666667,0,0,0,0,0,0,81.4108533333333,1.66806822289103
"ACSM2A",0.816039,2.615985,1.21988,4,7,2,18.5761573333333,2.512588,2.655216,3.553189,9,16,15,24.094901,0.780085059245037
"ACSM2B",0.4576,0.459343,0.100414,8,5,3,10.370608,0.796975,0.262418,0.897249,9,2,14,2.10627133333333,3.66053276736718
"ACSM3",1.696961,2.786466,2.358993,15,14,19,0.829955333333333,3.872745,2.186119,2.135456,48,24,27,3.83221,0.378699463254563
"ACSM4",0.215017,0.529825,0.278182,8,15,7,11.1502983333333,0.061611,0.022679,0,2,1,0,9.40961733333333,1.16721853880508
"ACSM5",0.201606,0,0.029441,1,0,1,29.724931,0.022484,0.016566,0,1,1,0,43.466916,0.690961590410273
"ACSM6",0.145067,0.22124,0.069825,4,5,1,30.823932,0.1428,0.165409,0.214997,5,7,9,2.218856,9.88672124506346
"ACSS1",7.426916,3.07265,5.466344,515,157,255,10.6308603333333,0.353285,0.35178,0.113193,16,26,8,10.8092796666667,0.984891598948499
"ACSS2",183.462238,133.340645,131.295035,1363,636,598,0.22016,146.808707,110.205765,81.323006,912,903,911,0.232399333333333,0.990068695265982
"ACSS3",6.876982,2.730375,3.127256,286,78,82,9.17650766666667,0.364544,0.348917,0.164893,30,34,21,1.111022,4.82065448236289
"ACTA1",43.17532,0.074509,0.342321,1089,1,4,5.80116033333333,4.15909,2.452237,3.446297,90,68,106,5.84284433333333,0.993908381081103
"ACTA2",25.800466,5.539749,5.485474,558,76,68,2.26856866666667,8.348186,2.056176,1.61452,137,28,26,3.168484,0.784114480628129
"ACTA2.AS1",0.754069,0.282828,0.269851,15,5,3,3.51343666666667,0.594977,1.641208,0.931123,14,31,17,0.431238333333333,3.15351857307716
"ACTB",2138.164791,2243.689595,2712.36844,29266,23222,24748,113.660235,1765.679464,2247.587352,2160.56381,20610,36378,39169,192.747989,0.591800903801897
"ACTBL2",0,0.02739,0.030881,0,1,1,30.6769663333333,0.117374,0,0,5,0,0,34.469271,0.893081967580707
"ACTC1",869.621513,0.354562,0.525835,16803,6,3,117.865059333333,1.111111,1.335114,1.670489,22,24,38,122.635295,0.961416878030932
"ACTG1",1869.624603,1654.156602,1676.836666,40874,26878,29741,13.2536763333333,1443.150928,1808.077082,1625.665986,28017,45544,48114,20.3746006666667,0.666851117156154
"ACTG1P17",0.566011,0.233651,1.137973,8,5,5,12.553571,0.335965,0.197114,0.80733,4,7,9,14.634314,0.866911781354782
"ACTG2",5.162967,3.078347,2.858471,118,58,48,85.6373743333333,2.589937,0.036068,0,57,1,0,82.8461083333333,1.03329034651082
"ACTL10",0.061689,0.082599,0,2,2,0,494.121312333333,0.26036,0.131968,0.19882,7,5,9,317.081434,1.55658664546052
"ACTL6A",158.27347,137.510766,210.020503,387,170,252,244.772004,59.834895,86.693273,51.995615,108,173,115,256.653893,0.953884302458415
"ACTL6B",50.973446,92.448261,75.837415,303,437,363,38.6208793333333,142.900347,135.126617,106.324192,688,989,886,36.3332193333333,1.06127679425593
"ACTL7A",0,0,0.059905,0,0,1,23.195771,0,0.033462,0,0,1,0,41.659128,0.5671885979479
"ACTL7B",0.043131,0,0,1,0,0,2.01739533333333,0,0,0,0,0,0,4.10754266666667,0.590772418412821
"ACTL8",0,0,0,0,0,0,0.994155666666667,0.040507,0,0,1,0,0,0.297061,1.53744169832156
"ACTL9",0,0,0,0,0,0,2.25077233333333,0,0,0,0,0,0,1.40432066666667,1.35205439873383
"ACTN1",69.241658,47.821745,50.974833,1648,918,920,0.154033333333333,60.429453,20.280129,28.820641,1218,642,688,0.226331666666667,0.941045040833162
"ACTN1.AS1",0.213109,0.18718,0,1,1,0,3.04498433333333,0,0,0,0,0,0,2.69167633333333,1.09570394804384
"ACTN2",69.76771,1.253103,0.801863,2414,37,25,0.020969,14.750099,6.175347,6.173399,325,140,165,0.0459206666666667,0.976143824802518
"ACTN3",0.648357,0.142398,0.028312,33,2,1,53.984983,0.021642,0.01576,0.04478,1,1,3,36.514509,1.46569912457071
"ACTN4",209.643774,167.250481,183.429698,3505,2178,2093,36.396988,127.535578,103.462361,102.995419,1725,1822,2043,34.0606556666667,1.06663686941698
"ACTR10",157.019067,205.113642,237.357145,1492,1517,1594,0.415568333333333,157.59723,204.668492,146.120837,1359,2145,1819,3.69475533333333,0.301521215234078
"ACTR1A",115.943189,124.852514,131.407319,3642,2918,2824,16.9579516666667,121.577592,133.893846,110.388319,3612,4992,4748,15.4356353333333,1.09262290763083
"ACTR1B",30.556702,30.517172,34.362579,1047,814,792,25.1231436666667,35.74644,38.012808,33.295135,1025,1582,1445,26.604112,0.946349720167295
"ACTR2",96.131777,93.793262,100.811332,5682,4350,4406,0.299872333333333,90.042114,90.869445,84.111564,4966,6866,6444,0.443368333333333,0.900582549383906
"ACTR3",61.541822,74.758475,82.615188,1929,1669,1860,6.750096,90.295305,79.77323,77.820988,2346,3037,2842,4.63785133333333,1.37465419745608
"ACTR3B",12.200305,11.066625,8.231572,240,204,198,20.6181496666667,17.121055,10.72034,9.94134,310,443,425,16.2220833333333,1.25525752304454
"ACTR3C",0.478798,0.028455,0.143524,7,2,9,21.607242,2.335739,0.036714,0.337758,15,4,5,27.249942,0.80025799698987
"ACTR5",2.300345,2.272068,2.6564,103,77,79,77.2166353333333,2.258189,2.089738,1.574489,87,110,90,53.9472503333333,1.4234858861697
"ACTR6",26.189179,23.847515,19.715424,497,369,392,174.989375333333,29.796825,19.749229,23.008826,449,546,514,148.061540666667,1.18064911006712
"ACTR8",26.624084,28.334546,22.577852,586,511,414,50.064741,16.878315,19.754835,16.982766,349,559,466,68.9313686666667,0.730212234847055
"ACTRT1",0,0,0,0,0,0,41.262396,0,0,0,0,0,0,0.472328333333333,28.7044642442752
"ACTRT2",0,0,0,0,0,0,9.92666933333333,0,0,0,0,0,0,0.180686666666667,9.25450387627539
"ACTRT3",0.786164,0.893232,0.943422,22,19,18,56.6807803333333,1.932933,1.298673,1.10969,47,43,39,20.6999563333333,2.65810582506702
"ACVR1",7.530875,6.531985,5.489665,334,179,196,12.368327,10.293467,6.920874,8.64507,387,394,432,6.420989,1.80142121218614
"ACVR1B",35.019207,49.193225,49.103909,1431,1584,1379,6.01997766666667,48.344712,56.21844,50.405514,1934,3134,2948,19.2973196666667,0.345857373384883
"ACVR1C",0.202768,0.064909,0.072133,22,3,2,6.484563,0.085592,0.01581,0.078937,12,3,11,7.106962,0.9232266044913
"ACVR2A",16.001132,14.786883,12.909514,1121,784,770,34.0859053333333,21.953394,22.142775,18.03743,1579,2187,1704,0.0177423333333333,34.4742516688081
"ACVR2B",4.136669,3.378978,3.850929,910,569,582,88.861043,5.621371,6.286207,4.135278,1079,1653,1157,100.662038666667,0.883919348643399
"ACVR2B.AS1",0.552097,0.855593,1.095801,25,29,33,0.128331666666667,0.862385,0.990131,0.802925,33,52,45,0.45466,0.77566693706204
"ACVRL1",1.158399,0.437574,0.500078,37,18,23,10.1446623333333,0.977561,0.665953,0.737498,19,12,30,7.90398066666667,1.25164943080514
"ACY1",16.513926,11.864692,15.383214,136,84,80,1.31022033333333,11.585949,14.971368,6.534318,94,148,90,0.255869,1.83953926192408
"ACY3",0,0,0,0,0,0,70.614812,0,0.060569,0.057567,0,1,1,123.514448666667,0.575152624991478
"ACYP1",23.726514,23.728152,24.186164,153,116,104,0.091525,51.832918,41.241443,48.301687,288,314,378,39.6073916666667,0.0268799584312134
"ACYP2",13.526342,21.437315,22.138132,163,188,173,5.39523166666667,18.41451,13.003516,14.903801,192,190,228,3.40035466666667,1.45334459404181
"ADA",2.752245,0.680643,2.280619,55,11,27,2.47183966666667,2.258658,0.858817,1.431334,50,22,40,0.480048,2.34576153386016
"ADA2",2.338413,4.38061,5.758638,97,158,142,5.22038066666667,11.646731,9.698529,12.390617,529,554,779,6.86940833333333,0.790450870406395
"ADAD1",0,0,0,0,0,0,0.030144,0,0,0,0,0,0,0.130641,0.91111502236342
"ADAD2",0,0.231674,0.001766,0,1,0,1.408676,0.178842,0.074922,0.070358,7,4,2,0.143796666666667,2.10586030733901
"ADAL",12.105016,15.600091,15.33191,307,321,294,16.86225,8.23178,6.902908,8.197069,203,306,300,24.552382,0.699044417855056
"ADAM10",70.311374,70.683677,76.336447,1888,1354,1326,177.042488666667,48.401335,37.964021,33.127324,1280,1456,1284,152.176211666667,1.1623377202598
"ADAM11",21.676701,61.251494,63.202393,1266,2768,2775,20.0909006666667,12.135299,18.856095,12.260095,544,1288,1005,17.105663,1.16487867175406
"ADAM12",253.498386,167.661955,151.796176,20837,10523,10029,1.24002766666667,5.204425,0.663844,0.321587,342,35,34,0,2.24002766666667
"ADAM15",30.979275,23.526472,41.074168,498,372,446,12.1665156666667,18.325861,18.913974,21.753602,250,395,414,7.25505433333333,1.59496414378536
"ADAM17",14.349408,16.247264,14.244751,856,534,597,77.2503786666667,9.314443,10.543808,8.210981,495,521,480,57.1850363333333,1.34485399679708
"ADAM18",0,0,0,0,0,0,24.3440916666667,0.035333,0,0,1,0,0,20.3579163333333,1.18663690179889
"ADAM19",16.94927,22.701045,23.52762,1960,1980,1753,229.656967333333,12.802374,10.819058,9.049793,1337,1480,1403,166.155600333333,1.37989374495003
"ADAM2",0,0,0,0,0,0,1.867029,0,0,0,0,0,0,3.66371,0.614752846982338
"ADAM20",0.060308,0.079075,0.087706,3,3,3,0.424805333333333,0.114799,0.050835,0.079841,5,3,5,0.0763023333333333,1.32379656645422
"ADAM20P1",0.293669,0.308602,0.879615,15,12,25,18.3644463333333,0.433262,0.414836,0.267306,17,22,12,14.803553,1.22532232677888
"ADAM21",0.188727,0.221899,0.309121,9,8,10,7.21721933333333,0.189499,0.210079,0.228701,8,12,14,6.846084,1.0473019831719
"ADAM21P1",0.012879,0,0,0,0,0,10.048766,0.042586,0.029771,0.053179,0,1,2,7.09711533333333,1.36453113796164
"ADAM22",13.135,11.196035,9.8092,1606,1240,1028,10.763871,7.358498,6.092743,6.007486,912,1197,1183,13.1133866666667,0.833525735377476
"ADAM23",48.84821,52.745915,47.205046,2519,1761,1594,10.108519,27.791034,31.634925,27.866773,1328,1806,1813,8.22508366666667,1.20416458011528
"ADAM28",1.502507,0.416905,0.03323,52,9,3,2.94559833333333,0.355878,0.070795,0.656699,14,11,18,10.1789866666667,0.352947762707174
"ADAM29",0.184234,0.673702,0.264276,8,7,9,102.793878,1.590352,2.275208,1.575598,35,73,69,115.143599,0.893668518055825
"ADAM30",0,0,0,0,0,0,6.02901333333333,0,0,0,0,0,0,4.07421233333333,1.38524225467637
"ADAM32",0.985926,0.562709,0.705876,77,43,33,21.2352353333333,10.297747,6.150251,3.037132,131,136,131,29.223108,0.735703135936031
"ADAM33",1.225579,0.212729,0.396698,54,8,12,10.923589,0.444232,0.218073,0.256207,18,12,18,8.66848633333333,1.23324257685424
"ADAM3A",0.341385,0,0.42368,6,0,5,42.6771043333333,0.231017,0.145255,0.379927,4,3,8,33.2905916666667,1.27373434549953
"ADAM3B",0,0,0,0,0,0,177.012926666667,0,0.072133,0,0,1,0,43.7764813333333,3.97558989375405
"ADAM5",0,0,0,0,0,0,27.9426016666667,0,0,0.191015,0,0,2,25.1702683333333,1.10593446341558
"ADAM6",0,0,0,0,0,0,14.672322,0,0,0,0,0,0,21.5669773333333,0.694480335957561
"ADAM7",0.297177,0.021595,0.063257,18,1,2,10.9525803333333,0.036155,0,0,1,0,0,10.8436296666667,1.00919909434295
"ADAM8",5.896302,4.237317,5.824988,93,66,47,6.74807766666667,5.609723,5.136056,1.568834,53,76,60,3.307163,1.79888192452124
"ADAM9",31.044422,15.040139,19.545192,1575,713,795,13.7932536666667,16.019604,9.068817,10.587437,874,597,761,1.47888266666667,5.9677103178744
"ADAMDEC1",0,0,0,0,0,0,8.67121233333333,0,0,0,0,0,0,1.380103,4.06335874259783
"ADAMTS1",53.416922,36.50485,34.398098,2281,1139,1236,19.158878,55.689489,22.602635,30.236182,2055,1298,1715,25.2736386666667,0.767266317991027
"ADAMTS10",30.984806,32.271974,30.357747,529,437,369,30.1365026666667,48.620767,43.508264,28.643638,697,851,775,23.862718,1.25233704000772
"ADAMTS12",3.104435,1.18569,1.477975,449,149,114,197.055837333333,2.080716,0.450845,0.431766,207,17,20,20.7635313333333,9.10035390396356
"ADAMTS13",8.251614,7.895253,8.511647,354,284,270,8.52441366666667,10.04404,9.219637,9.619661,335,425,492,3.29983233333333,2.21506629289499
"ADAMTS14",1.91118,0.569069,0.357461,195,44,24,103.597948666667,3.928993,0.380792,1.570922,344,46,203,101.201766666667,1.02344560253851
"ADAMTS15",3.856279,2.752015,3.081575,417,225,219,8.38056033333333,1.427798,0.893566,0.827734,132,114,114,7.620969,1.08810973955867
"ADAMTS16",38.568071,1.033011,1.581908,238,65,86,120.971797666667,1.432414,0.115256,0.125197,108,7,10,110.405573666667,1.09484466218553
"ADAMTS17",0.604486,0.821092,0.902747,37,26,26,0.652910666666667,1.976097,1.195484,3.145809,91,71,185,0.481895666666667,1.11540286124507
"ADAMTS18",0.836196,0.34132,0.027707,21,6,2,0,1.366388,1.547924,0.38092,88,131,52,0,1
"ADAMTS19",0.691824,0.172356,0.296478,17,12,6,9.21067566666667,0.03761,0.181964,0.167547,3,14,11,28.5888773333333,0.345084930112027
"ADAMTS19.AS1",0.374882,0.121996,0.026086,5,1,1,58.700416,0,0.078118,0.364392,0,3,7,69.210448,0.850306723580513
"ADAMTS2",1.05629,1.019052,1.068975,93,20,17,4.52479433333333,3.004416,1.513027,3.126211,98,158,214,2.62402733333333,1.52449024942969
"ADAMTS20",1.283844,0.25905,0.359154,110,21,25,84.8402003333333,0.066632,0.128782,0.303561,4,9,23,56.1947993333333,1.50083926045537
"ADAMTS3",6.587764,4.025588,2.784121,750,346,213,0.519982,0.622413,0.414049,0.789348,63,57,58,0.415045666666667,1.07415755957935
"ADAMTS4",25.829682,6.699742,10.583665,847,236,217,38.8605756666667,0.689029,0.211108,0.171046,34,47,41,1.80996266666667,14.1854467105613
"ADAMTS5",2.810816,3.243508,4.167592,494,438,505,14.1029706666667,1.658729,0.507028,0.635813,259,108,142,15.973435,0.889800483323892
"ADAMTS6",1.385549,0.272905,0.54382,98,28,26,1.19742333333333,0.575044,0.43741,0.797161,53,69,78,0.406828,1.56197014370864
"ADAMTS7",30.711528,21.35642,27.594435,2499,1418,1547,0,5.225607,7.926553,5.892613,332,721,451,0.0100636666666667,0.990036601653163
"ADAMTS7P1",0.150186,0.168203,0.185199,14,12,11,59.6190646666667,0.04821,0.140783,0.063115,4,15,7,34.5515006666667,1.70510565039252
"ADAMTS8",1.292831,3.322689,5.300198,79,144,195,0.0695593333333333,0.259596,0.126229,0.215574,11,8,14,0.126074666666667,0.949812090613293
"ADAMTS9",11.33945,7.446555,7.577687,1039,380,389,36.034942,6.259008,1.208773,3.446049,369,89,262,30.618783,1.17129561880987
"ADAMTS9.AS1",0.494178,0.230452,0.251472,8,2,2,0.291094333333333,0.415322,0.146891,0.159905,4,2,1,3.010594,0.321920975629379
"ADAMTS9.AS2",0.433971,0.091595,0.138096,17,4,5,18.241578,0.367351,0.132874,0.403986,11,10,20,10.0455973333333,1.74201334878766
"ADAMTSL1",5.919842,5.793045,6.199496,392,254,315,36.4680486666667,0.534643,0.391798,0.357426,32,44,21,29.7670256666667,1.21779885623653
"ADAMTSL2",0.70847,0.709747,0.641205,50,37,29,17.4676143333333,1.503801,0.858924,1.307203,88,71,118,13.895288,1.23982928919087
"ADAMTSL3",1.068124,0.941684,1.198236,69,31,31,61.048069,1.141787,0.488298,0.557855,39,30,28,39.5473536666667,1.53026186394524
"ADAMTSL4",1.307851,0.581012,0.686961,61,25,23,8.74818933333333,0.717708,0.666369,0.399532,29,32,22,8.679514,1.00709491544031
"ADAMTSL4.AS1",0.581504,0.269881,0.499135,15,4,3,43.3101823333333,0.341668,0.16364,0.312149,6,5,6,36.2647846666667,1.18906315250947
"ADAMTSL5",5.943779,4.096958,2.883372,62,23,23,20.5242606666667,2.484078,1.829524,1.172891,13,13,16,17.4307503333333,1.16784505662466
"ADAP1",34.213031,38.13869,48.991537,519,451,555,6.28373766666667,53.265804,60.189014,55.280346,693,1149,1327,12.3792073333333,0.544407264585829
"ADAP2",1.058876,0.353861,4.97029,7,3,13,2.98146166666667,4.717453,6.427834,6.170847,45,56,89,1.08154533333333,1.91274319271772
"ADAR",105.908597,112.956385,96.851585,5486,4023,3650,68.1844726666667,93.089729,94.857624,66.868309,4291,5755,4863,55.747446,1.21916451828804
"ADARB1",68.1759,68.438509,91.97377,1634,1218,1112,54.7777476666667,34.100105,17.143214,24.363699,847,781,869,7.017296,6.95717704156946
"ADARB2",1.417302,0.902524,0.536378,56,24,10,39.8031416666667,0.753625,0.498108,0.982045,57,72,104,34.7648106666667,1.14087397377713
"ADARB2.AS1",0,0,0,0,0,0,96.4658786666667,0.594027,0,0,4,0,0,91.4268066666667,1.05451959427932
"ADAT1",38.849966,55.207581,52.832268,508,481,421,4.33619233333333,56.120434,59.301982,46.931663,592,751,637,5.58593166666667,0.810241071941479
"ADAT2",3.889025,2.159954,2.429168,236,114,122,69.7521843333333,1.034206,0.933793,1.210028,88,111,154,53.7816463333333,1.29153081495257
"ADAT3",0.789433,1.103201,1.650664,15,14,18,4.74008533333333,0.640923,0.544088,0.678522,10,12,22,2.16598,1.81305167225735
"ADCK1",6.371801,4.972601,7.045702,158,98,124,9.29779733333333,5.533056,5.09672,4.52841,112,153,134,7.11716866666667,1.26864400090902
"ADCK2",11.198469,11.32432,12.399282,275,218,192,39.8790866666667,18.274489,18.137657,20.53215,419,534,646,40.401889,0.987372500483412
"ADCK5",7.056568,12.014195,5.892048,112,122,102,46.6017116666667,4.64823,6.892405,2.963806,75,109,110,44.476308,1.04673650435006
"ADCY1",8.094792,11.432533,9.663837,1872,2052,1484,26.159468,7.782219,24.050607,11.111329,1642,6944,3355,10.1479263333333,2.43627982352114
"ADCY10",0.112042,0.05848,0.015777,4,2,1,4.32952933333333,0.05134,0.113811,0.077332,4,3,9,8.58980866666667,0.55574928745537
"ADCY10P1",2.283359,2.212481,2.87769,115,65,74,0.539944666666667,0.720345,1.193713,1.246195,47,64,80,0.170279666666667,1.31587748683434
"ADCY2",12.940722,10.140875,15.029355,374,286,287,4.08819633333333,72.342279,68.200436,73.510891,1798,2338,2855,1.107049,2.41484480585565
"ADCY3",14.158841,11.038002,13.410534,322,189,174,2.66301066666667,32.320064,33.406767,28.267331,529,729,649,3.668975,0.784542788656325
"ADCY4",0.882454,0.117475,0.194074,22,5,5,14.457261,0.230327,0.319736,0.365302,2,11,8,2.856891,4.00769972498575
"ADCY5",15.25583,30.492998,24.515758,870,987,926,6.031057,26.717633,28.211033,23.810448,1319,1647,1608,3.73252866666667,1.48568714427932
"ADCY6",72.815918,48.329999,61.034132,3230,1716,1967,8.60336433333333,34.684876,31.848539,24.33093,1468,2087,1784,3.77214466666667,2.01237913016607
"ADCY6.DT",0.530542,0.348757,0.392167,2,1,1,4.14764266666667,0.260185,0.381562,0.631204,1,2,3,4.61722266666667,0.916403527532111
"ADCY7",7.516,7.546295,5.754411,737,407,340,105.876805,12.07316,11.612199,12.140766,1038,1272,1488,133.033081666667,0.797391238573452
"ADCY8",0.668336,0.19604,0.591981,32,5,29,0.113119666666667,18.344465,20.437146,13.60388,987,1474,1224,0.0451663333333333,1.06501676447672
"ADCY9",6.52854,10.236519,6.97731,529,588,463,310.030069,5.484777,5.057732,4.294656,500,681,550,297.116619,1.04331677329267
"ADCYAP1",0.932518,1.91493,3.584293,47,65,121,49.9787443333333,23.761483,14.864341,12.375151,871,688,393,45.0771346666667,1.10637835234604
"ADCYAP1R1",7.602388,9.933134,7.812192,766,669,518,6.949879,9.448235,5.412402,8.491945,738,700,1206,3.445383,1.78834512121903
"ADD1",181.509736,172.477131,177.693218,4281,3516,3583,21.6335283333333,154.741787,190.237059,146.304246,4090,5785,4997,20.2461026666667,1.0653025963601
