"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACSM2B",0,0.111241,0,0,2,0,7.360807,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,8.01117783609205
"ACSM3",1.027824,2.197071,1.355443,11,13,11,0.0667716666666667,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.291349218314157
"ACSM4",0,0,0,0,0,0,3.68238533333333,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,4.65377701476457
"ACSM5",0.347033,0.226793,0.050724,7,6,1,20.9610366666667,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,18.8776386758999
"ACSS1",0.37447,0.329271,0.198105,29,24,13,4.87250566666667,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.616021674151406
"ACSS2",136.021315,95.971222,128.057604,1559,1286,1185,0.031335,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,0.0548151176235917
"ACSS3",2.79066,4.630495,1.143408,125,108,90,2.06891666666667,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,2.19027166576979
"ACTA1",636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,4.3394078067871
"ACTA2",51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.118504840860716
"ACTB",429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,0.0308631549108054
"ACTBL2",0,0.022184,0.02198,0,1,1,0.0778526666666667,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,1.06833557723282
"ACTC1",5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,45.2386425931436
"ACTG1",124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,0.019717639977507
"ACTG2",0.271346,0.303675,0.231978,8,3,6,19.4845836666667,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,16.649160873907
"ACTL10",0.248173,0.129837,0.099075,11,5,4,499.438004,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,277.209249577395
"ACTL6A",129.936939,63.089341,28.578082,238,226,162,117.974004,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,10.9831984966532
"ACTL6B",0,0,0,0,0,0,16.1311866666667,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,0.441404274697832
"ACTL7A",0,0,0,0,0,0,9.51919766666667,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,10.3338666574105
"ACTL7B",0,0,0,0,0,0,0.016185,"Actl7b",0,0,0,0,0,0,0,1.016185
"ACTL9",0,0,0,0,0,0,0.385642,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,1.34515812118482
"ACTN1",97.368685,90.347999,62.458246,3154,2333,1894,0.038345,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,0.0318658048749489
"ACTN2",978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.0601807114925277
"ACTN3",0.251983,0.266257,0.25194,16,16,15,19.7960553333333,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,15.8285016800676
"ACTN4",80.761957,61.78139,43.622584,1727,1358,1104,10.056911,"Actn4",52.979119,53.63751,54.046956,1411,1322,2613,53.5545283333333,0.202676319231306
"ACTR10",123.432299,114.333934,91.069828,961,968,829,0.167061333333333,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,0.0129412886107875
"ACTR1A",64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,0.120175541897839
"ACTR1B",19.202777,14.33055,13.258617,779,576,553,23.1362953333333,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.184829235171444
"ACTR2",26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,0.0119810920851725
"ACTR3",38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.0399339357860282
"ACTR3B",7.030276,2.889677,2.312428,129,80,93,9.97227333333333,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.270048355303244
"ACTR5",1.163629,0.795908,0.976133,62,40,49,41.34413,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,9.08743691028094
"ACTR6",7.680683,7.620821,3.561405,89,134,72,326.973199333333,"Actr6",11.04082,13.233711,10.107169,169,164,304,11.4605666666667,26.3208895796606
"ACTR8",17.708309,15.074514,11.257858,360,281,217,17.617044,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,0.724138003462463
"ACTRT1",0,0,0,0,0,0,6.09144166666667,"Actrt1",0,0,0,0,0,0,0,7.09144166666667
"ACTRT2",0,0,0,0,0,0,41.7767896666667,"Actrt2",0,0,0,0,0,0,0,42.7767896666667
"ACTRT3",0.448872,0.581869,0.461129,14,18,14,22.0608373333333,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,17.9106483196627
"ACVR1",7.233818,5.194846,4.253429,358,289,222,3.75857966666667,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,0.546955111964823
"ACVR1B",7.139766,4.870088,4.743164,614,453,436,17.4317896666667,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,0.768503539783319
"ACVR1C",0.00775,0.013681,0,1,2,0,8.57713666666667,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,1.77141528580534
"ACVR2A",2.344089,1.398215,1.171016,115,94,85,0.728030666666667,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,0.146847023185498
"ACVR2B",1.1158,1.888897,1.517997,261,178,121,15.4606316666667,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,4.38678353173336
"ACVRL1",1.239071,1.061599,0.85141,40,22,30,9.98287933333333,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.463396981488712
"ACY1",29.01427,20.193338,18.22011,288,174,168,3.01667433333333,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.364932191185581
"ACY3",0,0,0.038868,0,0,1,9.03709033333333,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,4.55206405697716
"ACYP1",12.321627,16.716988,15.356579,78,114,101,0.150335,"Acyp1",17.566235,16.39642,14.898027,103,92,163,16.286894,0.0665437643106969
"ACYP2",14.923638,15.092443,14.910934,179,179,196,2.079947,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,0.216606970180607
"ADA",4.945909,4.204043,4.670719,124,113,122,0.207186333333333,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,0.800055449577887
"ADAD1",0,0,0,0,0,0,0.426819666666667,"Adad1",0,0,0,0,0,0,0,1.42681966666667
"ADAD2",0,0,0,0,0,0,1.13278266666667,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,2.10309882876454
"ADAL",13.118704,10.233636,7.871906,497,431,361,23.5231943333333,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,2.90402951082279
"ADAM10",24.348027,13.702235,11.245455,536,434,351,19.9239043333333,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,1.15565973003774
"ADAM11",11.764671,7.939555,6.243467,981,771,582,2.53131366666667,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,0.110121568381441
"ADAM12",0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,0.56543084725851
"ADAM15",11.532537,17.778786,12.695181,314,295,237,5.164414,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.131459287112432
"ADAM17",5.863159,4.842983,3.098865,292,270,199,22.4467326666667,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,2.58750690879689
"ADAM18",0.106287,0,0.174783,1,0,1,4.16303833333333,"Adam18",0.348735,0.325276,1.454176,10,10,15,0.709395666666667,3.02038810207194
"ADAM19",21.431505,16.071382,16.202989,2888,2073,1947,19.70054,"Adam19",3.196038,2.621631,2.697094,233,235,395,2.83825433333333,5.39321738536868
"ADAM2",0,0,0,0,0,0,2.053243,"Adam2",0,0,0.089934,0,0,3,0.029978,2.96437690902136
"ADAM20",0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,"Adam25",0,0,0,0,0,0,0,1.05803733333333
"ADAM21",0.092614,0.093693,0.038026,5,5,2,2.50665533333333,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,2.90250557120087
"ADAM22",0.473128,0.221024,0.122401,42,22,22,3.91127866666667,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.111874282825207
"ADAM23",41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.126979784781381
"ADAM28",0.222073,0,0.032833,7,0,4,0.566728,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,1.38779005152928
"ADAM29",0.022632,0,0,1,0,0,26.218493,"Adam29",0,0,0,0,0,0,0,27.218493
"ADAM32",1.741478,1.890163,5.623824,39,39,22,2.83886866666667,"Adam32",1.43203,0.563668,0.088941,2,2,5,0.694879666666667,2.26498007036488
"ADAM33",0.151082,0.049411,0.215616,10,3,12,4.65078733333333,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,1.93562428316236
"ADAM3A",0.13521,0.063743,0.062082,3,1,1,11.144995,"Adam3",0.029978,0.030545,0.015685,1,1,1,0.0254026666666667,11.8441226991153
"ADAM5",0,0,0,0,0,0,1.27382666666667,"Adam5",0.108981,0.2155,0.095015,3,2,5,0.139832,1.99487877745726
"ADAM7",0,0,0,0,0,0,7.11613333333333,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,7.82241972497328
"ADAM8",1.440741,0.605901,0.327876,22,10,8,2.65351666666667,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,1.23921605427856
"ADAM9",26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,"Adam9",16.026197,14.423145,12.933197,751,695,1247,14.4608463333333,0.237190745422539
"ADAMDEC1",0,0,0,0,0,0,27.0468703333333,"Adamdec1",0,0,0,0,0,0,0,28.0468703333333
"ADAMTS1",7.164372,3.536363,3.442214,277,249,139,6.80706366666667,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,2.86398989755092
"ADAMTS10",2.733393,2.863047,1.555908,70,54,46,9.13394966666667,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,1.31621661650989
"ADAMTS12",9.689995,10.514763,8.128071,421,377,273,0.600302333333333,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,1.55915620118409
"ADAMTS13",3.498026,3.363595,2.00095,170,115,87,4.927269,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,2.86337301659509
"ADAMTS15",5.729811,5.379448,3.798096,751,656,463,1.73898566666667,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,1.39707434065805
"ADAMTS16",0.036176,0.066894,0.143115,4,7,12,19.9254933333333,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,14.60438463192
"ADAMTS18",0.121899,0.017094,0.017158,3,2,2,1.426194,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,1.55230782289494
"ADAMTS19",2.13328,0.847573,1.17336,96,45,53,4.06728633333333,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,4.47409579869031
"ADAMTS2",0.115833,0.086629,0.03467,13,8,5,2.95041266666667,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,1.3529914827523
"ADAMTS20",0.194401,0.034761,0.182112,12,3,3,91.4967046666667,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,34.3037262467593
"ADAMTS4",0.02932,0.026379,0.464571,6,6,4,6.78070133333333,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,1.48023162078235
"ADAMTS5",0.014722,0,0,1,0,0,3.28320166666667,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,3.51163178384081
"ADAMTS7",5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,0.883446695027903
"ADAMTS8",0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.635820377354382
"ADAMTSL1",2.699594,2.503845,1.528651,224,163,120,34.5146873333333,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,16.1354951306101
"ADAMTSL2",0.864767,0.719934,0.473671,77,57,38,8.05587633333333,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,1.23274445023738
"ADAMTSL4",12.635359,12.932216,10.354914,763,595,511,26.473562,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,2.75875860912461
"ADAP2",3.159636,0.302603,0.075168,8,6,4,0.362491,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,0.439920696438615
"ADAR",31.090188,13.016808,8.388818,1562,1005,859,44.516069,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,1.25688189381847
"ADARB1",19.742685,2.826503,2.675535,369,269,279,44.1868456666667,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,1.37917869216836
"ADARB2",0.115823,0.022508,0.083771,3,4,2,12.5098043333333,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,2.47432479960762
"ADAT1",12.085066,7.251189,8.024499,134,77,60,2.451129,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,1.22856799750427
"ADAT2",0.527551,0.654778,0.610782,63,65,57,27.8647833333333,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,8.71759267601953
"ADAT3",0.613159,0.450686,0.803128,20,11,23,1.174119,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.4211956172395
"ADCK1",6.62267,6.828834,4.626745,191,206,136,3.44066566666667,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.38704188025348
"ADCK2",8.450675,6.860918,7.832185,216,169,177,23.0130923333333,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,1.35233932929641
"ADCK5",4.110263,2.199273,1.452022,128,66,57,29.7708966666667,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.971875310315134
"ADCY1",0.4447,0.546407,0.45112,108,68,50,11.0456536666667,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.206078263176432
"ADCY10",0.095948,0.039473,0.019977,1,4,2,25.735917,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,21.10801945645
"ADCY2",0.17816,0.66433,0.071804,11,16,10,0.306359666666667,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.0409722897413267
"ADCY3",0.989079,0.854518,0.47374,27,19,13,0.281238,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.070512208783914
"ADCY4",0.32983,0.401649,0.214958,5,3,3,13.106424,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,2.23969593805208
"ADCY5",29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.0828644100978206
"ADCY6",52.569283,30.652688,27.231797,3885,2826,2457,7.463071,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,0.296523614756164
"ADCY7",1.115192,0.719433,0.654716,39,31,24,25.6021026666667,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,12.0788178950343
"ADCY8",0.108939,0,0.014524,9,0,1,0.565752666666667,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.503528957756595
"ADCY9",3.831584,2.220177,1.998618,528,363,299,721.500758333333,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,59.9998188242667
"ADCYAP1",0,0,0,0,0,0,15.5946036666667,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,0.891017803420867
"ADCYAP1R1",0.006753,0,0,1,0,0,0.204278666666667,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.0448329330946867
"ADD1",153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.0400218751302867
"ADD2",5.559971,3.289912,3.736443,820,551,534,0.134467666666667,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.0290643583764596
"ADD3",179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,1.64982876989116
"ADGB",0.054045,0.059068,0.038539,7,8,5,0.665349666666667,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,1.45659103896255
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.0596723451201796
"ADGRA2",1.052057,0.576,0.480785,151,82,66,4.73969233333333,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,1.27391074423014
"ADGRA3",26.061508,22.676209,17.139068,503,415,325,153.096408,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,3.82729551870042
"ADGRB1",0,0.242985,0.016005,0,3,2,0.021755,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.00861428747248423
"ADGRB2",15.420485,13.604855,10.864538,1003,721,599,6.886148,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.0346498429667919
"ADGRB3",0.034338,0,0.364223,2,0,2,64.523714,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,2.93210551264405
"ADGRD1",10.457535,3.538922,4.19323,275,217,185,0,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,0.537932392298314
"ADGRE1",0,0,0,0,0,0,0.0985993333333333,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.225578732863846
"ADGRE4P",0.01803,0,0.055881,1,0,3,0,"Adgre4",0,0.043942,0,0,2,0,0.0146473333333333,0.985564113902302
"ADGRE5",5.268911,2.790159,3.153039,167,156,138,0.00570633333333333,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.142724432413659
"ADGRF1",0.060606,0.230254,0.111599,5,8,4,20.632353,"Adgrf1",0,0,0.009763,0,0,1,0.00325433333333333,21.5621824708457
"ADGRF2",0.023203,0.023839,0.039741,1,2,4,27.0254506666667,"Adgrf2",0.558834,0.269915,0.446443,19,9,29,0.425064,19.6660996745877
"ADGRF4",0.063151,0.032288,0,4,2,0,0.666271333333333,"Adgrf4",0.376858,0.356769,0.408416,14,13,30,0.380681,1.20684744219217
"ADGRF5",0.145344,0.152902,0.153877,15,11,7,4.86772033333333,"Adgrf5",10.144475,9.973962,10.277928,582,530,1026,10.1321216666667,0.527098113821669
"ADGRG1",0.426519,0.391658,0.399369,9,5,9,8.67546966666667,"Adgrg1",66.023719,65.405374,48.076105,709,616,1071,59.835066,0.159044286508486
"ADGRG2",0.154332,0.157483,0.118789,15,14,11,3.78798366666667,"Adgrg2",0.23566,0.288794,0.227666,15,18,25,0.250706666666667,3.82822271142714
"ADGRG3",0,0,0,0,0,0,1.40072833333333,"Adgrg3",0.428962,0.171567,0.471919,5,7,12,0.357482666666667,1.76851490798655
"ADGRG4",0,0,0.005261,0,0,1,12.7512506666667,"Adgrg4",0.084761,0.077704,0,2,1,0,0.054155,13.0448090334597
"ADGRG5",0.081545,0,0.028829,2,0,2,4.290125,"Adgrg5",0,0,0,0,0,0,0,5.290125
"ADGRG6",2.013663,1.199546,1.17163,175,144,91,6.661102,"Adgrg6",0.604321,0.88079,0.777243,50,74,132,0.754118,4.36749523122162
"ADGRG7",0,0,0,0,0,0,14.2883583333333,"Adgrg7",0,0,0.014449,0,0,1,0.00481633333333333,15.2150774486482
"ADGRL1",4.074955,3.683864,2.645567,442,348,298,7.640498,"Adgrl1",138.685163,155.574785,130.719349,6657,6996,12848,141.659765666667,0.0605671680422429
"ADGRL2",41.325873,22.437562,16.607941,907,657,457,1.59492933333333,"Adgrl2",27.454898,29.636314,26.848317,1148,1232,2368,27.979843,0.0895425600936946
"ADGRL3",4.87296,3.729253,3.553545,485,318,256,0.0321846666666667,"Adgrl3",80.427055,80.961091,74.699422,1271,1300,2227,78.695856,0.0129515475267204
"ADGRL4",1.349637,0.532718,0.359264,23,17,17,30.8156886666667,"Adgrl4",20.526297,16.238805,18.372568,307,278,610,18.3792233333333,1.64174219572267
"ADGRV1",2.169258,1.793583,1.284269,39,35,35,0,"Adgrv1",0.766819,1.031241,0.956273,40,37,70,0.918111,0.521346262025503
"ADH1C",0,0,0,0,0,0,0.491077666666667,"Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,1.26829957756738
"ADH4",0.029115,0,0,1,0,0,0.292025,"Adh4",0,0,0,0,0,0,0,1.292025
"ADH5",78.39781,62.67658,56.457748,2080,1938,1702,2.16318666666667,"Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,0.107358774975281
"ADH7",0.120761,0,0,1,0,0,6.07253566666667,"Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,6.99551735245525
"ADHFE1",14.948092,14.215742,12.787038,254,182,182,7.65524133333333,"Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,0.840104421760586
"ADI1",29.09088,31.659375,27.77474,1125,1042,951,0.702947333333333,"Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,0.106135763411268
"ADIG",0,0,0,0,0,0,1.31212033333333,"Adig",0,0,0,0,0,0,0,2.31212033333333
"ADIPOQ",0.034025,0.022496,0.028266,3,2,3,18.542822,"Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,19.1269885182868
"ADIPOR1",34.526107,31.357092,27.232321,1429,1268,1076,0.237137333333333,"Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,0.0717897170431591
"ADIPOR2",9.189842,8.119334,7.344019,766,648,585,5.88950666666667,"Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,0.435177199073947
"ADK",11.915415,10.357807,7.022151,225,228,162,19.037665,"Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,0.45654525803247
"ADM",12.326912,9.764378,11.025989,342,255,285,0.0303503333333333,"Adm",0.938939,0.71616,1.104422,16,12,22,0.919840333333333,0.536685429222326
"ADM2",0.032053,0.071322,0.011638,3,6,1,0.0723783333333333,"Adm2",0,0,0,0,0,0,0,1.07237833333333
"ADNP",14.095506,12.815889,10.050779,1132,881,696,0.422004666666667,"Adnp",20.968264,15.299125,13.544238,1347,965,1349,16.6038756666667,0.0807779317232548
"ADNP2",12.492528,2.990565,2.49652,399,306,259,5.565154,"Adnp2",4.250314,4.84775,3.968298,302,337,537,4.355454,1.22588187668123
"ADO",2.460041,2.781656,2.109367,172,194,148,4.10171566666667,"Ado",11.327023,13.063599,10.136207,663,779,1204,11.508943,0.407845464374301
