"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACSL6",16.646079,21.155853,18.209522,1030,1182,804,27.3279526666667,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.357878075927281
"ACSM1",0.124507,0.048926,0,1,1,0,112.344829333333,"Acsm1",0,0,0,0,0,0,0,113.344829333333
"ACSM2B",0.143928,1.678159,1.180417,5,15,6,3.854172,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,4.65118201376716
"ACSM3",3.546028,4.370048,3.432423,37,79,10,1.20873,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.603232893293655
"ACSM4",0.149807,0.241539,0.10526,4,7,2,12.0525876666667,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,12.9728392992146
"ACSM5",0,0.179494,0,0,2,0,28.298986,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,25.1853170537145
"ACSS1",0.066638,0.220548,0.348834,3,9,8,10.7718276666667,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,1.23485636262622
"ACSS2",148.399461,146.694353,101.822483,739,725,433,0.324533,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,0.0703984953398544
"ACSS3",0.627096,0.612727,1.358752,13,15,29,2.684256,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,2.62943650894474
"ACTA1",0.242012,0.585729,0.672663,3,10,8,7.685498,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,1.98933539164871
"ACTA2",2.655925,3.057572,5.813821,28,47,56,2.60350566666667,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,0.280357367230488
"ACTB",2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,0.119963783280544
"ACTBL2",0.259337,0.108094,0,9,4,0,45.262901,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,45.8544145900272
"ACTC1",0.551692,0.56988,1.037101,8,10,7,155.030611666667,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,150.414050736145
"ACTG1",1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,0.0405566343753501
"ACTG2",0.239946,0.184371,2.284464,2,2,27,91.6993783333333,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,75.3428474748192
"ACTL10",0.141201,0.158296,0.137933,3,4,2,273.123393333333,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,151.846061950048
"ACTL6A",67.288182,35.925033,85.845286,123,104,102,274.393704,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,25.4232320848893
"ACTL6B",154.861852,109.866441,166.128293,576,645,448,47.409361,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,1.24732158352859
"ACTL7A",0,0,0.078863,0,0,1,41.222022,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,41.4781392250908
"ACTL7B",0,0,0.088939,0,0,1,4.55777233333333,"Actl7b",0,0,0,0,0,0,0,5.55777233333333
"ACTL9",0,0,0,0,0,0,2.91668833333333,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,3.80225564737008
"ACTN1",42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,0.0331923895124196
"ACTN2",10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,0.0629577585112119
"ACTN3",0.026669,0.072504,0,1,3,0,49.261337,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,38.2554116343288
"ACTN4",88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,"Actn4",52.979119,53.63751,54.046956,1411,1322,2613,53.5545283333333,0.713554814285658
"ACTR10",175.090819,207.781083,223.094765,1347,1561,1119,1.644429,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,0.0293234964798218
"ACTR1A",135.467299,131.59114,164.703958,3143,3440,2547,15.951695,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,0.262508752126792
"ACTR1B",28.348357,31.987461,34.845941,679,815,581,32.084725,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.25335389433864
"ACTR2",90.130579,85.113097,98.337326,4098,3983,3193,0.138564,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,0.0134739963942843
"ACTR3",83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.068742701545954
"ACTR3B",23.73554,20.329805,21.54651,309,312,235,14.474606,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.380859259727918
"ACTR5",2.282428,2.070326,3.460384,72,72,77,75.849498,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,16.4926039255444
"ACTR6",24.835879,26.636835,23.772285,388,418,287,174.299529333333,"Actr6",11.04082,13.233711,10.107169,169,164,304,11.4605666666667,14.0683432802682
"ACTR8",23.771453,22.759294,31.53109,450,503,352,68.153203,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,2.68981812329898
"ACTRT1",0,0,0.167548,0,0,2,1.47183533333333,"Actrt1",0,0,0,0,0,0,0,2.47183533333333
"ACTRT2",0,0,0,0,0,0,1.490042,"Actrt2",0,0,0,0,0,0,0,2.490042
"ACTRT3",1.443018,1.511988,0.769716,29,33,11,16.908232,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,13.9087770640185
"ACVR1",6.034686,8.207685,6.259893,217,313,134,8.64169033333333,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,1.10822392083488
"ACVR1B",55.209179,56.089019,59.415097,1548,1896,1377,18.316011,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,0.805370671890816
"ACVR1C",0.137088,0.073565,0.237864,13,9,9,5.071992,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,1.12309344832931
"ACVR2A",25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,0.0854046167046289
"ACVR2B",6.214092,4.560656,8.131002,990,790,922,94.6292986666667,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,25.4853544528097
"ACVRL1",2.000151,0.803904,0.719904,17,40,28,4.91758833333333,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.249678839959286
"ACY1",10.842162,5.437314,8.266339,50,52,41,0.374443,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,0.124874075920772
"ACY3",0,0,0,0,0,0,134.204316666667,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,61.318438890855
"ACYP1",24.106168,34.772803,28.12398,116,175,91,16.6304893333333,"Acyp1",17.566235,16.39642,14.898027,103,92,163,16.286894,1.01987605947797
"ACYP2",20.955971,15.854271,16.292319,172,145,100,5.27768633333333,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,0.441498057079404
"ADA",0.922875,1.829261,0.70398,13,16,8,0.513112666666667,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,1.00280627883627
"ADAD1",0,0,0,0,0,0,0.652823666666667,"Adad1",0,0,0,0,0,0,0,1.65282366666667
"ADAD2",0,0.258936,0.627989,0,1,3,0.460879,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,1.44054664447763
"ADAL",9.378484,7.193559,10.742324,227,237,166,31.2647763333333,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,3.82078539029221
"ADAM10",34.061006,24.686719,34.283331,691,616,515,174.101646,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,9.67113583209962
"ADAM11",23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,0.865623361037298
"ADAM12",8.973317,5.716452,10.949544,581,454,513,0.424899333333333,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,0.759970089730808
"ADAM15",18.903104,21.508581,19.628954,201,239,154,9.84236733333333,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.231219038865839
"ADAM17",9.86407,13.149275,14.571838,391,394,303,79.359402,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,8.86820824111641
"ADAM18",0,0,0,0,0,0,27.4355736666667,"Adam18",0.348735,0.325276,1.454176,10,10,15,0.709395666666667,16.6348693992633
"ADAM19",18.28921,16.943459,15.284239,1567,1633,872,32.603663,"Adam19",3.196038,2.621631,2.697094,233,235,395,2.83825433333333,8.75493390528316
"ADAM2",0,0,0,0,0,0,2.911115,"Adam2",0,0,0.089934,0,0,3,0.029978,3.79728013608058
"ADAM20",0.055566,0.051316,0.039092,2,2,1,0.15919,"Adam25",0,0,0,0,0,0,0,1.15919
"ADAM21",0.175871,0.28972,0.247976,6,11,6,7.914717,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,7.37883062307781
"ADAM22",14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.25706054058325
"ADAM23",30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.186962007879723
"ADAM28",0.264589,0.406801,0.059004,8,6,4,3.419737,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,3.91495335436393
"ADAM29",0.651684,0.674166,0.788744,24,20,14,91.4575493333333,"Adam29",0,0,0,0,0,0,0,92.4575493333333
"ADAM32",0.915902,4.743727,0.839031,58,83,36,25.0431763333333,"Adam32",1.43203,0.563668,0.088941,2,2,5,0.694879666666667,15.3657966671774
"ADAM33",0.541507,0.630154,0.831368,18,23,18,10.2720646666667,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,3.86114019217671
"ADAM3A",0,0.22629,0.585903,0,4,5,42.2394806666667,"Adam3",0.029978,0.030545,0.015685,1,1,1,0.0254026666666667,42.1682935614237
"ADAM5",0,0,0.408493,0,0,1,39.4104176666667,"Adam5",0.108981,0.2155,0.095015,3,2,5,0.139832,35.4529594419762
"ADAM7",0.067906,0.02098,0.122618,3,1,3,12.729611,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,13.2327520374164
"ADAM8",2.265081,4.232185,7.470717,41,65,39,4.11504766666667,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,1.73494464792371
"ADAM9",10.682031,11.502737,12.462503,377,445,328,1.765431,"Adam9",16.026197,14.423145,12.933197,751,695,1247,14.4608463333333,0.178866728274621
"ADAMDEC1",0,0,0.059317,0,0,1,1.42295866666667,"Adamdec1",0,0,0,0,0,0,0,2.42295866666667
"ADAMTS1",14.234685,4.588657,3.552739,508,136,33,22.3113633333333,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,8.55167985498334
"ADAMTS10",40.162073,43.284464,61.364231,489,643,476,33.279522,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,4.45228937842723
"ADAMTS12",0.710176,1.783791,0.892537,84,197,58,3.711311,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,4.59017624879432
"ADAMTS13",7.587088,8.243445,8.27368,214,262,204,6.396224,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,3.57300271445298
"ADAMTS15",0.56087,0.968467,0.586154,42,81,31,9.013626,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,5.10764992741704
"ADAMTS16",0.24045,0.264744,0.214627,12,15,10,142.022702,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,99.8188438299413
"ADAMTS18",1.411995,0.853451,1.538275,55,54,37,0.123286,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.71869176378656
"ADAMTS19",0.147189,0.945675,0.829666,9,26,8,13.5823703333333,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,12.8753177838275
"ADAMTS2",0.175824,2.047144,0.477721,11,49,15,1.673346,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,0.915604184588126
"ADAMTS20",0.016112,0.074527,0.040071,1,4,1,46.7809133333333,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,17.7202352960956
"ADAMTS4",0.176331,0.196548,0.19162,24,29,18,1.74370833333333,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.521974004554695
"ADAMTS5",0.116874,0.274268,0.109096,15,38,10,17.4511503333333,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,15.1273862408124
"ADAMTS7",2.369279,2.937719,5.177745,151,167,164,0.111755666666667,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,0.925560633937466
"ADAMTS8",0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.68612752456539
"ADAMTSL1",1.119975,1.214395,1.457011,21,44,54,30.8714383333333,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,14.4802468118695
"ADAMTSL2",1.004098,1.776381,1.365861,47,95,46,18.2157803333333,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,2.6157762861342
"ADAMTSL4",0.631448,0.521852,1.128889,18,20,28,10.992457,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,1.20422295417342
"ADAP2",1.320459,15.044578,8.125916,24,52,21,0.789898333333333,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,0.577921851486958
"ADAR",90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,1.58514208575952
"ADARB1",54.505339,78.157127,58.321949,1010,1399,747,34.824132,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,1.09341289020919
"ADARB2",2.242743,3.617584,1.425322,203,287,100,48.1549696666667,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,9.00274774299299
"ADAT1",50.081633,51.644642,49.027029,391,471,308,5.30926666666667,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,2.24603690977275
"ADAT2",0.865768,0.88184,1.068114,56,60,47,69.388276,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,21.2583033189316
"ADAT3",0.355735,0.817905,0.128549,4,9,1,4.91689266666667,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,3.86780205018363
"ADCK1",7.036778,5.592912,6.381342,107,113,70,6.62487533333333,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.664572905783956
"ADCK2",17.806512,18.725946,17.522527,309,351,205,49.3276083333333,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,2.8342873609875
"ADCK5",4.463708,3.922499,4.011845,77,71,39,23.6285303333333,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.777873352850427
"ADCY1",8.26322,11.820007,12.255044,1388,2194,1476,10.076362,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.189495523152051
"ADCY10",0.159158,0.437994,0.487023,5,4,3,5.53383266666667,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,5.15846406364848
"ADCY2",52.673477,62.126591,38.152904,1084,1239,619,2.677871,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.11535169072368
"ADCY3",37.93581,32.768872,39.729462,493,498,442,2.282398,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.180644917718567
"ADCY4",0.052475,0.211763,0.531398,2,6,5,5.62129566666667,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,1.05127203104594
"ADCY5",24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.0854998723937203
"ADCY6",37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,0.135879542230897
"ADCY7",19.699693,9.98426,9.347798,679,770,513,140.801953666667,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,64.3858869714819
"ADCY8",16.629796,19.169303,14.310797,834,858,493,0.023474,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.329138060871453
"ADCY9",9.559925,7.271277,10.831919,523,645,494,302.890285333333,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,25.2364607955782
"ADCYAP1",30.770944,19.176885,8.504428,1000,630,186,49.77565,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,2.72630844574756
"ADCYAP1R1",12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.123867340017653
"ADD1",178.214398,172.875606,239.707079,3409,3808,2935,20.622838,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.0928003994030705
"ADD2",58.077895,48.929165,56.121603,5598,5463,4263,4.55396833333333,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.142289225858508
"ADD3",209.81734,182.717742,285.808152,1125,1260,1432,34.0845026666667,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,1.37206096737751
"ADGB",0.079156,0.085007,0.096214,7,8,6,1.32720533333333,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,2.03548029714632
"ADGRA1",1.652268,2.280675,1.787079,77,123,63,0.226397,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.0731819850383529
"ADGRA2",0.432798,2.175161,1.219293,19,94,41,20.4346533333333,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,4.75736914008487
"ADGRA3",44.940705,26.692998,48.172702,427,350,324,521.269214333333,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,12.971610756645
"ADGRB1",13.615388,23.878413,22.757814,467,780,495,0.0319686666666667,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.00870039760731576
"ADGRB2",21.653954,24.004818,27.136658,1013,1310,846,5.94716,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.0305241548935143
"ADGRB3",16.821213,17.98073,16.318507,516,623,413,197.938641333333,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,8.9022592176534
"ADGRD1",2.313068,1.045361,1.304333,30,37,19,164.76085,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,89.168130589902
"ADGRE1",0,0,0,0,0,0,101.766663666667,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,21.1013907137862
"ADGRE4P",0.083796,0.077561,0.039488,3,3,1,0.019974,"Adgre4",0,0.043942,0,0,2,0,0.0146473333333333,1.00524977151339
"ADGRE5",1.364574,1.447979,0.686546,8,21,9,0,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.141914620285437
"ADGRF1",0.170765,0.110177,0.038495,10,12,2,35.670387,"Adgrf1",0,0,0.009763,0,0,1,0.00325433333333333,36.5514364420056
"ADGRF2",0.045744,0.034567,0,3,2,0,144.646503333333,"Adgrf2",0.558834,0.269915,0.446443,19,9,29,0.425064,102.203482323133
"ADGRF4",0.89767,0.625015,0.070826,36,27,2,1.32855466666667,"Adgrf4",0.376858,0.356769,0.408416,14,13,30,0.380681,1.68652619009508
"ADGRF5",0.07962,0.148816,0.018554,6,12,1,10.4814166666667,"Adgrf5",10.144475,9.973962,10.277928,582,530,1026,10.1321216666667,1.03137721725104
"ADGRG1",38.153179,46.615681,24.604581,834,986,417,206.339111333333,"Adgrg1",66.023719,65.405374,48.076105,709,616,1071,59.835066,3.40821708541145
"ADGRG2",3.775312,6.649666,9.579295,238,441,424,181.130449,"Adgrg2",0.23566,0.288794,0.227666,15,18,25,0.250706666666667,145.622034209993
"ADGRG3",0,0.341854,0,0,5,0,0.375724333333333,"Adgrg3",0.428962,0.171567,0.471919,5,7,12,0.357482666666667,1.01343786341778
"ADGRG4",0.920553,0.305711,0.19708,116,43,19,2.69015833333333,"Adgrg4",0.084761,0.077704,0,2,1,0,0.054155,3.50058419618873
"ADGRG5",0.136137,0.543932,0.392484,6,12,4,12.9680063333333,"Adgrg5",0,0,0,0,0,0,0,13.9680063333333
"ADGRG6",1.056112,0.392774,0.25247,26,18,8,17.973054,"Adgrg6",0.604321,0.88079,0.777243,50,74,132,0.754118,10.8162928605715
"ADGRG7",0.080335,0.37325,0.112855,3,10,2,1.301274,"Adgrg7",0,0,0.014449,0,0,1,0.00481633333333333,2.29024342425432
"ADGRL1",47.623211,65.292987,51.742662,3580,4449,2943,10.889571,"Adgrl1",138.685163,155.574785,130.719349,6657,6996,12848,141.659765666667,0.0833421458702008
"ADGRL2",66.130506,58.935871,59.74284,1700,1401,1040,3.66671233333333,"Adgrl2",27.454898,29.636314,26.848317,1148,1232,2368,27.979843,0.161033044013846
"ADGRL3",17.729986,16.566549,19.430168,1545,1475,1244,0.0465713333333333,"Adgrl3",80.427055,80.961091,74.699422,1271,1300,2227,78.695856,0.013132067159594
"ADGRL4",4.199905,1.046918,3.482546,42,15,21,39.7817203333333,"Adgrl4",20.526297,16.238805,18.372568,307,278,610,18.3792233333333,2.10440427007137
"ADGRV1",2.788787,2.591459,7.139199,55,77,98,0,"Adgrv1",0.766819,1.031241,0.956273,40,37,70,0.918111,0.521346262025503
"ADH1C",0,0,0,0,0,0,55.4464716666667,"Adh1",0.127069,0.157279,0.242605,2,2,6,0.175651,48.0129491376834
"ADH4",0.219038,0.046003,0.059255,2,1,1,0.968209666666667,"Adh4",0,0,0,0,0,0,0,1.96820966666667
"ADH5",51.716203,53.859049,59.725452,1109,1257,965,7.301594,"Adh5",30.301446,31.296501,23.793151,398,403,695,28.4636993333333,0.281756676447214
"ADH7",0,0,0,0,0,0,14.959765,"Adh7",0,0.021821,0.011208,0,1,1,0.0110096666666667,15.7859667678746
"ADHFE1",1.533176,2.904502,1.884413,19,29,9,56.7080616666667,"Adhfe1",11.877068,8.563031,7.467635,154,168,274,9.302578,5.60132247158591
"ADI1",7.688085,7.474887,5.776141,239,264,168,1.27575066666667,"Adi1",16.541982,14.233993,14.358997,258,256,449,15.0449906666667,0.141835586816172
"ADIG",0,0,0,0,0,0,7.55615566666667,"Adig",0,0,0,0,0,0,0,8.55615566666667
"ADIPOQ",0.18143,0.066405,0.046462,11,4,2,15.49733,"Adipoq",0,0.065222,0,0,1,0,0.0217406666666667,16.146298702019
"ADIPOR1",32.771179,36.510146,35.962588,820,990,665,0.209696333333333,"Adipor1",16.358458,17.226754,15.113167,686,718,1234,16.232793,0.0701973460328418
"ADIPOR2",13.655648,15.76099,14.87993,680,771,497,6.45882833333333,"Adipor2",17.97067,12.038416,14.485406,955,672,1555,14.8314973333333,0.471138526968559
"ADK",14.222672,15.490404,15.026664,199,236,149,6.30524333333333,"Adk",40.745647,46.482709,41.440945,480,502,869,42.889767,0.166445252109298
